# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Ukin_new
# 14 Uelm_bnd
# 15 Uelm_out_mvw
# 16 Uelm_inj_mvw
# 17 Dens_ele_f
# 18 Ntot_ele_f
# 19 Zavg_ele_f
# 20 Ukin_ele_f
# 21 Urad_ele_f
# 22 Dens_ele_s
# 23 Ntot_ele_s
# 24 Zavg_ele_s
# 25 Ukin_ele_s
# 26 Urad_ele_s
# 27 Dens_ele_c
# 28 Ntot_ele_c
# 29 Zavg_ele_c
# 30 Ukin_ele_c
# 31 Urad_ele_c
# 32 Dens_ion_f
# 33 Ntot_ion_f
# 34 Zavg_ion_f
# 35 Ukin_ion_f
# 36 Urad_ion_f
# 37 Dens_ion_s
# 38 Ntot_ion_s
# 39 Zavg_ion_s
# 40 Ukin_ion_s
# 41 Urad_ion_s
# 42 Dens_ion_c
# 43 Ntot_ion_c
# 44 Zavg_ion_c
# 45 Ukin_ion_c
# 46 Urad_ion_c
# 47 Uelm_Ex
# 48 Uelm_Ey
# 49 Uelm_Ez
# 50 Uelm_Bx_m
# 51 Uelm_By_m
# 52 Uelm_Bz_m
# 53 ExMin
# 54 ExMinCell
# 55 ExMax
# 56 ExMaxCell
# 57 EyMin
# 58 EyMinCell
# 59 EyMax
# 60 EyMaxCell
# 61 EzMin
# 62 EzMinCell
# 63 EzMax
# 64 EzMaxCell
# 65 Bx_mMin
# 66 Bx_mMinCell
# 67 Bx_mMax
# 68 Bx_mMaxCell
# 69 By_mMin
# 70 By_mMinCell
# 71 By_mMax
# 72 By_mMaxCell
# 73 Bz_mMin
# 74 Bz_mMinCell
# 75 Bz_mMax
# 76 Bz_mMaxCell
# 77 JxMin
# 78 JxMinCell
# 79 JxMax
# 80 JxMaxCell
# 81 JyMin
# 82 JyMinCell
# 83 JyMax
# 84 JyMaxCell
# 85 JzMin
# 86 JzMinCell
# 87 JzMax
# 88 JzMaxCell
# 89 RhoMin
# 90 RhoMinCell
# 91 RhoMax
# 92 RhoMaxCell
# 93 PoyXmin
# 94 PoyXminInst
# 95 PoyYmin
# 96 PoyYminInst
# 97 PoyXmax
# 98 PoyXmaxInst
# 99 PoyYmax
# 100 PoyYmaxInst
#
#               time           Ubal_norm                Ubal                Utot                Uexp                Ukin                Urad           UmBWpairs                Uelm            Ukin_bnd        Ukin_out_mvw        Ukin_inj_mvw            Ukin_new            Uelm_bnd        Uelm_out_mvw        Uelm_inj_mvw          Dens_ele_f          Ntot_ele_f          Zavg_ele_f          Ukin_ele_f          Urad_ele_f          Dens_ele_s          Ntot_ele_s          Zavg_ele_s          Ukin_ele_s          Urad_ele_s          Dens_ele_c          Ntot_ele_c          Zavg_ele_c          Ukin_ele_c          Urad_ele_c          Dens_ion_f          Ntot_ion_f          Zavg_ion_f          Ukin_ion_f          Urad_ion_f          Dens_ion_s          Ntot_ion_s          Zavg_ion_s          Ukin_ion_s          Urad_ion_s          Dens_ion_c          Ntot_ion_c          Zavg_ion_c          Ukin_ion_c          Urad_ion_c             Uelm_Ex             Uelm_Ey             Uelm_Ez           Uelm_Bx_m           Uelm_By_m           Uelm_Bz_m               ExMin           ExMinCell               ExMax           ExMaxCell               EyMin           EyMinCell               EyMax           EyMaxCell               EzMin           EzMinCell               EzMax           EzMaxCell             Bx_mMin         Bx_mMinCell             Bx_mMax         Bx_mMaxCell             By_mMin         By_mMinCell             By_mMax         By_mMaxCell             Bz_mMin         Bz_mMinCell             Bz_mMax         Bz_mMaxCell               JxMin           JxMinCell               JxMax           JxMaxCell               JyMin           JyMinCell               JyMax           JyMaxCell               JzMin           JzMinCell               JzMax           JzMaxCell              RhoMin          RhoMinCell              RhoMax          RhoMaxCell             PoyXmin         PoyXminInst             PoyYmin         PoyYminInst             PoyXmax         PoyXmaxInst             PoyYmax         PoyYmaxInst
    2.3947139037e+02    9.3593752014e-03    4.1928437213e+03    4.4798329280e+05    4.4379044908e+05    7.3599072766e+00    0.0000000000e+00    0.0000000000e+00    4.4797593289e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4378843260e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    5.5484584460e+00    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5724911366e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3554217615e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.6969704250e-03    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    2.7690991151e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.4416374995e-03    0.0000000000e+00    4.1004287449e+02    2.2566005345e+05    3.4858590707e-02    1.4784234491e-02    1.3651360208e-02    2.2190577328e+05   -7.1174799411e-01           162938311    7.1177525626e-01           100826479   -1.9486681007e+01           162935868    1.9512003674e+01           162940668   -1.3379923394e-02           815698322    1.2153942872e-02           815702561   -1.1730623551e-02           815704260    1.2330499073e-02           815705559   -1.3582071113e-02         -1989403008    1.2017868390e-02           815703636   -1.9454086939e+01           100824723    1.9450882639e+01           100829523   -8.6415589351e-02         -1989402424    6.8233096182e-02         -1989402782   -1.0054011781e-01           163096672    7.1619016006e-02           163101478   -7.1067046556e-02           815703702    7.7482163973e-02         -1989402928   -4.0210469588e+01           815696460    2.1014840467e+01         -1989402970    4.4378843416e+05    8.3101668108e-01    0.0000000000e+00    0.0000000000e+00   -1.5630834247e-03    2.2387261294e-05    0.0000000000e+00    0.0000000000e+00
    2.4164840301e+02    9.3629628505e-03    4.1951484131e+03    4.4805778684e+05    4.4386263843e+05    8.3256560470e+00    0.0000000000e+00    0.0000000000e+00    4.4804946118e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4386062194e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.5142978445e+00    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5724978645e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3510235257e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    2.0101505779e-03    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    2.8190607603e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.4659287234e-03    0.0000000000e+00    4.1007799193e+02    2.2568615004e+05    3.4723104960e-02    1.4804628378e-02    1.3700173662e-02    2.2195316992e+05   -7.2074714541e-01           162941912    7.2073502598e-01           100830078   -1.9646303470e+01           162939468    1.9643689029e+01           100832523   -1.3405561362e-02         -1989403949    1.2300112194e-02         -1989407586   -1.1480525997e-02         -1989404203    1.2540805226e-02           815705559   -1.3800745326e-02         -1989403008    1.3263376099e-02           815703636   -1.9329323266e+01           100827723    1.9355036414e+01           162944268   -6.7168007377e-02         -1989413121    6.5057038022e-02           815699041   -9.3645047901e-02           100988515    7.7320972292e-02           815699537   -8.4542141707e-02         -1989403533    7.7057749078e-02         -1989402928   -4.0238204519e+01           815696460    2.0984978055e+01         -1989402970    4.4386062367e+05    7.5811797451e+00    0.0000000000e+00    0.0000000000e+00   -1.7236271843e-03    2.0591599869e-05    0.0000000000e+00    0.0000000000e+00
    2.4382541565e+02    9.3699868573e-03    4.1986199127e+03    4.4809240148e+05    4.4389378157e+05    1.0504575062e+01    0.0000000000e+00    0.0000000000e+00    4.4808189690e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4389176508e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    8.6919435900e+00    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5734850220e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3477102683e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    2.6072681155e-03    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    2.8618311376e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.4819715710e-03    0.0000000000e+00    4.1019685303e+02    2.2572538966e+05    3.4621999856e-02    1.4807749126e-02    1.3643056506e-02    2.2194624732e+05   -7.0958427720e-01           162944910    7.0956621316e-01           100833080   -1.9461744480e+01           100830723    1.9488847485e+01           162947268   -1.5784722032e-02           815703754    1.1870243847e-02           815699082   -1.0819600801e-02         -1989404203    1.2189615769e-02           815705559   -1.3441439573e-02         -1989403008    1.2088439690e-02           815706221   -1.9532204620e+01           162943068    1.9530995030e+01           100836123   -6.9933884386e-02           815706197    6.3808646872e-02           815694129   -8.5330163657e-02           163103290    9.9164454442e-02           100986723   -8.4601344481e-02         -1989403533    7.5467252817e-02         -1989402928   -4.0291498815e+01           815696460    2.1062718079e+01         -1989402970    4.4389176698e+05    8.8143231189e+00    0.0000000000e+00    0.0000000000e+00   -1.9001150504e-03    2.2674263375e-05    0.0000000000e+00    0.0000000000e+00
    2.4600242829e+02    9.3600159764e-03    4.1944197081e+03    4.4812099880e+05    4.4392657909e+05    1.3551227375e+01    0.0000000000e+00    0.0000000000e+00    4.4810744757e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4392456261e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    1.1737030893e+01    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5742406144e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3445356629e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    3.7124768574e-03    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    2.9099141107e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.4988328209e-03    0.0000000000e+00    4.1025493637e+02    2.2573700269e+05    3.4554535639e-02    1.4742376137e-02    1.3591936920e-02    2.2196012706e+05   -7.2266621838e-01           162948512    7.2265475836e-01           100836678   -1.9717393903e+01           100834323    1.9714945201e+01           100839123   -1.9652922086e-02           815704354    1.3669384929e-02         -1989408901   -1.1169765878e-02           815704260    1.2584536536e-02           815705559   -1.3358235858e-02         -1989403008    1.2304403557e-02           815706221   -1.9296820882e+01           162946068    1.9323721075e+01           100839123   -6.3449491635e-02           815699605    7.6793943742e-02           815706023   -1.1332925854e-01           163096681    9.5470358647e-02           100990321   -6.7292049953e-02         -1989413784    7.8316656541e-02         -1989402928   -4.0232418084e+01           815696460    2.1057319347e+01         -1989402970    4.4392456471e+05    1.0663079626e+00    0.0000000000e+00    0.0000000000e+00   -2.0991861675e-03    2.7420682959e-05    0.0000000000e+00    0.0000000000e+00
    2.4817944093e+02    9.3572127184e-03    4.1934951028e+03    4.4815643600e+05    4.4396294089e+05    1.5666907903e+01    0.0000000000e+00    0.0000000000e+00    4.4814076909e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4396092441e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    1.3852042205e+01    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5741021159e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3440535536e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    4.5454596237e-03    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    2.9426484162e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.5185027121e-03    0.0000000000e+00    4.1025524314e+02    2.2572131578e+05    3.4497583800e-02    1.4694575169e-02    1.3579835338e-02    2.2200913530e+05   -7.1366773038e-01           162952113    7.1366166924e-01           100840277   -1.9421370821e+01           100837323    1.9448401297e+01           162953868   -2.0100736425e-02           815704354    1.3117671096e-02           815698321   -1.0707287173e-02         -1989402780    1.2565552505e-02           815705559   -1.3889452249e-02         -1989403008    1.2106799623e-02           815706221   -1.9595518634e+01           162949668    1.9595530501e+01           100842723   -6.9790391486e-02           815706197    7.0101664747e-02         -1989402383   -1.2749927228e-01           100988515    9.9849081244e-02           163105673   -9.5673732113e-02         -1989403533    7.8487597858e-02         -1989402928   -4.0255623619e+01           815696460    2.1070781342e+01         -1989402970    4.4396092672e+05    2.2476225148e+00    0.0000000000e+00    0.0000000000e+00   -2.3047611928e-03    2.8025296825e-05    0.0000000000e+00    0.0000000000e+00
    2.5035645357e+02    9.3636515476e-03    4.1965693371e+03    4.4817658108e+05    4.4398001175e+05    1.9427316852e+01    0.0000000000e+00    0.0000000000e+00    4.4815715377e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4397799527e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    1.7610604413e+01    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5749040072e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3433949240e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    5.6294169993e-03    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    2.9941655074e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.5401065217e-03    0.0000000000e+00    4.1041093990e+02    2.2576840908e+05    3.4316678673e-02    1.4727725727e-02    1.3603207790e-02    2.2197827110e+05   -7.2384533846e-01           162955111    7.2385306679e-01           100843279   -1.9771829900e+01           100840923    1.9771361565e+01           100845723   -2.2061814124e-02           815704354    1.8465439879e-02           815703859   -1.0952502101e-02         -1989404203    1.2265950798e-02         -1989402928   -1.3491467184e-02         -1989403008    1.2101854355e-02           815703261   -1.9248175592e+01           162952668    1.9276899303e+01           162957468   -6.7660453362e-02           815706197    7.7648934210e-02           815701978   -1.0709153371e-01           163103876    1.1727698560e-01           100987297   -7.2061653043e-02         -1989411229    7.7159155987e-02         -1989402928   -4.0205050838e+01           815696460    2.1121604557e+01         -1989402970    4.4397799781e+05    4.4351807028e+00    0.0000000000e+00    0.0000000000e+00   -2.5439891016e-03    3.2703908899e-05    0.0000000000e+00    0.0000000000e+00
    2.5253346620e+02    9.3604044451e-03    4.1952199940e+03    4.4818789814e+05    4.4399267815e+05    2.5158309298e+01    0.0000000000e+00    0.0000000000e+00    4.4816273983e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4399066166e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    2.3339914516e+01    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5748476552e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3372460210e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    7.9510990605e-03    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    3.0447078401e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.5669553886e-03    0.0000000000e+00    4.1053038908e+02    2.2578996366e+05    3.4239816917e-02    1.4777578826e-02    1.3622190150e-02    2.2196218314e+05   -7.1882070291e-01           162958712    7.1883339062e-01           100846878   -1.9460069323e+01           100844523    1.9431760035e+01           100849323   -1.7672082954e-02           815704354    1.5680321143e-02           815695493   -1.0974154822e-02         -1989402780    1.1958337997e-02         -1989402928   -1.3685284611e-02         -1989403008    1.2467502665e-02           815706221   -1.9643341071e+01           162956268    1.9643410980e+01           162961068   -6.2821399605e-02           815705570    6.8905825321e-02           815706023   -1.4188069269e-01           163097276    1.2070017299e-01           100990314   -7.3870855790e-02         -1989410170    7.6773547195e-02         -1989402928   -4.0180222192e+01           815696460    2.1048072247e+01         -1989402970    4.4399066446e+05    1.1066794750e+00    0.0000000000e+00    0.0000000000e+00   -2.7923366910e-03    3.2313675194e-05    0.0000000000e+00    0.0000000000e+00
    2.5471047884e+02    9.3549957228e-03    4.1929282264e+03    4.4820204633e+05    4.4400911811e+05    2.9279028284e+01    0.0000000000e+00    0.0000000000e+00    4.4817276730e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4400710162e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    2.7458318825e+01    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5749514926e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3378364634e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.0074045458e-02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    3.0933273973e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.5909425109e-03    0.0000000000e+00    4.1050503727e+02    2.2572425767e+05    3.4108189091e-02    1.4781496200e-02    1.3656103368e-02    2.2203794205e+05   -7.2414208475e-01           162961711    7.2415235864e-01           100849879   -1.9810923438e+01           162959268    1.9811980087e+01           162964068   -2.0482811561e-02           815704354    1.4015029826e-02           815703859   -1.1067834692e-02         -1989402780    1.1554265336e-02           815704980   -1.3638688598e-02         -1989403008    1.2756140131e-02           815706221   -1.9378555265e+01           100848123    1.9352366092e+01           162964668   -7.0623859279e-02           815694820    7.1722918069e-02           815702578   -1.2899811767e-01           163100870    1.2493649677e-01           100993917   -8.1619345507e-02         -1989403533    7.2701809432e-02         -1989402928   -4.0199670717e+01           815696460    2.1071240565e+01         -1989402970    4.4400710472e+05    4.9219772958e-01    0.0000000000e+00    0.0000000000e+00   -3.0924879332e-03    3.5948437926e-05    0.0000000000e+00    0.0000000000e+00
    2.5688749148e+02    9.3601808648e-03    4.1953605723e+03    4.4821362247e+05    4.4401826189e+05    3.5539530608e+01    0.0000000000e+00    0.0000000000e+00    4.4817808294e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4401624541e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    3.3715634854e+01    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5756815192e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3417137615e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.2111761562e-02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    3.1302632747e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.6180705666e-03    0.0000000000e+00    4.1075616570e+02    2.2577263228e+05    3.3958590192e-02    1.4719368366e-02    1.3608979417e-02    2.2199463220e+05   -7.2328428703e-01           162965312    7.2325244459e-01           100853478   -1.9594936321e+01           162962868    1.9566889356e+01           100855923   -1.4259822072e-02           815703754    1.5606165457e-02         -1989407152   -1.0914213893e-02         -1989404203    1.1862862979e-02           815704980   -1.3558816218e-02         -1989403008    1.2721828476e-02           815706221   -1.9674252159e+01           100851123    1.9675763644e+01           162967668   -6.5954534014e-02           815698370    6.8070489238e-02           815702578   -1.3150767758e-01           163103888    1.2997150011e-01           100987907   -7.2897321216e-02           815700088    8.4330099490e-02         -1989402933   -4.0203416548e+01           815696460    2.1046033702e+01         -1989402970    4.4401624880e+05    1.8918037812e+00    0.0000000000e+00    0.0000000000e+00   -3.3903659012e-03    3.5214104411e-05    0.0000000000e+00    0.0000000000e+00
    2.5906450412e+02    9.3612875014e-03    4.1959069393e+03    4.4821900179e+05    4.4402309485e+05    4.5199540841e+01    0.0000000000e+00    0.0000000000e+00    4.4817380225e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4402107837e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    4.3371045841e+01    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5763642710e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3361428769e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.6565011523e-02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    3.1783335123e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.6335956804e-03    0.0000000000e+00    4.1100865693e+02    2.2583819823e+05    3.3736802451e-02    1.4692136603e-02    1.3595595702e-02    2.2192453334e+05   -7.2353440581e-01           162968310    7.2349709906e-01           100856480   -1.9834453340e+01           100854123    1.9834921230e+01           162970668   -1.7728435686e-02           815704354    1.3779813134e-02         -1989402934   -1.1215921375e-02         -1989402780    1.1662245216e-02           815704980   -1.3550589503e-02         -1989403008    1.2553679410e-02           815706221   -1.9505664755e+01           162966468    1.9480131270e+01           100859523   -6.3963645173e-02           815706197    6.2609334222e-02         -1989406463   -1.5527882477e-01           163097895    1.4524196263e-01           163102070   -9.9341713783e-02         -1989403533    7.1628597504e-02         -1989403001   -4.0225475149e+01           815696460    2.1009506886e+01         -1989402970    4.4402108208e+05    8.2589975571e-01    0.0000000000e+00    0.0000000000e+00   -3.7134880491e-03    4.1045726409e-05    0.0000000000e+00    0.0000000000e+00
    2.6124151676e+02    9.3542402190e-03    4.1927813953e+03    4.4822254904e+05    4.4402976764e+05    5.2200603600e+01    0.0000000000e+00    0.0000000000e+00    4.4817034844e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4402775116e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    5.0367275419e+01    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5762917414e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3350254089e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    2.1563806763e-02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    3.2202207178e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.6480696830e-03    0.0000000000e+00    4.1098652483e+02    2.2571832827e+05    3.3689590542e-02    1.4667673806e-02    1.3581588191e-02    2.2204097171e+05   -7.2679463133e-01           162971911    7.2678226550e-01           100860079   -1.9713426292e+01           162969468    1.9687830566e+01           100862523   -1.2622359409e-02           815694886    1.3874207710e-02         -1989408404   -1.1484824982e-02           815704425    1.1785602425e-02         -1989402928   -1.3107259160e-02         -1989403008    1.2710125142e-02           815706221   -1.9689111927e+01           100857723    1.9692030922e+01           162974268   -6.6213743293e-02         -1989403015    6.8530569068e-02         -1989406463   -1.4027267684e-01           163101470    1.4415887392e-01           100984878   -7.4037843988e-02         -1989410164    8.0613955442e-02         -1989402982   -4.0223800201e+01           815696460    2.1000694788e+01         -1989402970    4.4402775523e+05    7.6781069602e-02    0.0000000000e+00    0.0000000000e+00   -4.0689030685e-03    4.4770252879e-05    0.0000000000e+00    0.0000000000e+00
    2.6341852940e+02    9.3579735950e-03    4.1945137479e+03    4.4822885054e+05    4.4403433679e+05    6.2701785452e+01    0.0000000000e+00    0.0000000000e+00    4.4816614875e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4403232031e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.0863219532e+01    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5774626743e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3346433209e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    2.5636110649e-02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    3.2648573041e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.6763172618e-03    0.0000000000e+00    4.1138493507e+02    2.2574122377e+05    3.3556175209e-02    1.4687264803e-02    1.3612482625e-02    2.2201347819e+05   -7.2206958595e-01           162974910    7.2204454246e-01           100863080   -1.9840293222e+01           100860723    1.9842590746e+01           162977268   -1.3854934710e-02           815698295    1.4386783566e-02         -1989404703   -1.1777326826e-02           815704425    1.1670085257e-02         -1989402928   -1.2981804336e-02         -1989403008    1.2407816598e-02           815706221   -1.9616940762e+01           162973068    1.9591367879e+01           100866123   -6.6778984828e-02           815700224    6.3825023914e-02         -1989405200   -1.3903884728e-01           100992110    1.5332339312e-01           100986716   -7.0770852739e-02           815703822    7.1154331143e-02         -1989402928   -4.0166279062e+01           815696460    2.0989659610e+01         -1989402970    4.4403232474e+05    6.8087877665e-01    0.0000000000e+00    0.0000000000e+00   -4.4303352986e-03    4.9629557996e-05    0.0000000000e+00    0.0000000000e+00
    2.6559554204e+02    9.3627620815e-03    4.1966986675e+03    4.4823297131e+05    4.4403627264e+05    7.7078088532e+01    0.0000000000e+00    0.0000000000e+00    4.4815589322e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4403425616e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    7.5231398645e+01    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.5773502682e+00    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.3376016895e-01    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    3.3548801740e-02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    3.3123235332e-04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.6994157650e-03    0.0000000000e+00    4.1186754798e+02    2.2588222570e+05    3.3286397026e-02    1.4691255346e-02    1.3645103395e-02    2.2186173835e+05   -7.2969102865e-01           162978511    7.2953972450e-01           100866679   -1.9817454882e+01           162976068    1.9791518024e+01           100869123   -1.4679279335e-02           815695493    1.2876497825e-02           815703010   -1.1216056734e-02           815704425    1.1330454693e-02           815700774   -1.2986139858e-02         -1989403008    1.2485071287e-02           815706221   -1.9688198460e+01           100864323    1.9691224788e+01           162980868   -8.4785922819e-02           163098479    7.1114117183e-02           815705561   -1.8703773841e-01           100986719    1.6387242730e-01           163102672   -7.5920583532e-02         -1989403533    7.2429588972e-02         -1989402982   -4.0228762741e+01           815696460    2.1032286836e+01         -1989402970    4.4403426100e+05    4.8280591969e-01    0.0000000000e+00    0.0000000000e+00   -4.8379743291e-03    5.1950102966e-05    0.0000000000e+00    0.0000000000e+00
