# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Ukin_new
# 14 Uelm_bnd
# 15 Uelm_out_mvw
# 16 Uelm_inj_mvw
# 17 Dens_ele_f
# 18 Ntot_ele_f
# 19 Zavg_ele_f
# 20 Ukin_ele_f
# 21 Urad_ele_f
# 22 Dens_ele_s
# 23 Ntot_ele_s
# 24 Zavg_ele_s
# 25 Ukin_ele_s
# 26 Urad_ele_s
# 27 Dens_ele_c
# 28 Ntot_ele_c
# 29 Zavg_ele_c
# 30 Ukin_ele_c
# 31 Urad_ele_c
# 32 Dens_ion_f
# 33 Ntot_ion_f
# 34 Zavg_ion_f
# 35 Ukin_ion_f
# 36 Urad_ion_f
# 37 Dens_ion_s
# 38 Ntot_ion_s
# 39 Zavg_ion_s
# 40 Ukin_ion_s
# 41 Urad_ion_s
# 42 Dens_ion_c
# 43 Ntot_ion_c
# 44 Zavg_ion_c
# 45 Ukin_ion_c
# 46 Urad_ion_c
# 47 Uelm_Ex
# 48 Uelm_Ey
# 49 Uelm_Ez
# 50 Uelm_Bx_m
# 51 Uelm_By_m
# 52 Uelm_Bz_m
# 53 ExMin
# 54 ExMinCell
# 55 ExMax
# 56 ExMaxCell
# 57 EyMin
# 58 EyMinCell
# 59 EyMax
# 60 EyMaxCell
# 61 EzMin
# 62 EzMinCell
# 63 EzMax
# 64 EzMaxCell
# 65 Bx_mMin
# 66 Bx_mMinCell
# 67 Bx_mMax
# 68 Bx_mMaxCell
# 69 By_mMin
# 70 By_mMinCell
# 71 By_mMax
# 72 By_mMaxCell
# 73 Bz_mMin
# 74 Bz_mMinCell
# 75 Bz_mMax
# 76 Bz_mMaxCell
# 77 JxMin
# 78 JxMinCell
# 79 JxMax
# 80 JxMaxCell
# 81 JyMin
# 82 JyMinCell
# 83 JyMax
# 84 JyMaxCell
# 85 JzMin
# 86 JzMinCell
# 87 JzMax
# 88 JzMaxCell
# 89 RhoMin
# 90 RhoMinCell
# 91 RhoMax
# 92 RhoMaxCell
# 93 PoyXmin
# 94 PoyXminInst
# 95 PoyYmin
# 96 PoyYminInst
# 97 PoyXmax
# 98 PoyXmaxInst
# 99 PoyYmax
# 100 PoyYmaxInst
#
#               time           Ubal_norm                Ubal                Utot                Uexp                Ukin                Urad           UmBWpairs                Uelm            Ukin_bnd        Ukin_out_mvw        Ukin_inj_mvw            Ukin_new            Uelm_bnd        Uelm_out_mvw        Uelm_inj_mvw          Dens_ele_f          Ntot_ele_f          Zavg_ele_f          Ukin_ele_f          Urad_ele_f          Dens_ele_s          Ntot_ele_s          Zavg_ele_s          Ukin_ele_s          Urad_ele_s          Dens_ele_c          Ntot_ele_c          Zavg_ele_c          Ukin_ele_c          Urad_ele_c          Dens_ion_f          Ntot_ion_f          Zavg_ion_f          Ukin_ion_f          Urad_ion_f          Dens_ion_s          Ntot_ion_s          Zavg_ion_s          Ukin_ion_s          Urad_ion_s          Dens_ion_c          Ntot_ion_c          Zavg_ion_c          Ukin_ion_c          Urad_ion_c             Uelm_Ex             Uelm_Ey             Uelm_Ez           Uelm_Bx_m           Uelm_By_m           Uelm_Bz_m               ExMin           ExMinCell               ExMax           ExMaxCell               EyMin           EyMinCell               EyMax           EyMaxCell               EzMin           EzMinCell               EzMax           EzMaxCell             Bx_mMin         Bx_mMinCell             Bx_mMax         Bx_mMaxCell             By_mMin         By_mMinCell             By_mMax         By_mMaxCell             Bz_mMin         Bz_mMinCell             Bz_mMax         Bz_mMaxCell               JxMin           JxMinCell               JxMax           JxMaxCell               JyMin           JyMinCell               JyMax           JyMaxCell               JzMin           JzMinCell               JzMax           JzMaxCell              RhoMin          RhoMinCell              RhoMax          RhoMaxCell             PoyXmin         PoyXminInst             PoyYmin         PoyYminInst             PoyXmax         PoyXmaxInst             PoyYmax         PoyYmaxInst
    4.5717265434e+02    1.0592535473e-02    4.7539132556e+03    4.4879842677e+05    4.4404451351e+05    1.2837233493e+04    0.0000000000e+00    0.0000000000e+00    4.3596119328e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404249703e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.3368092524e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    6.1526127397e+03    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    1.6214463734e+02    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.3791712849e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    3.7512444055e+01    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.0237291166e+01    0.0000000000e+00    2.1726720825e+03    2.0396267651e+05    3.0814044686e-02    1.3588873444e-02    1.2846541080e-02    2.2982578744e+05   -5.0927357327e+00         -1989412031    1.2152334987e+01         -1989414430   -2.4513534897e+01              497101    2.5047220626e+01              492301   -1.6401533520e-02         -1989408433    1.8355372323e-02           815699093   -1.1227279856e-02           815694282    1.1285312762e-02         -1989402750   -1.1424508947e-02         -1989404745    1.3437584183e-02         -1989402996   -2.7688651818e+01         -1989423436    2.5969060094e+01           815679893   -2.4095977757e+01         -1989413836    1.2205543884e+01           815695496   -2.8696756354e+01           815693684    1.1780527458e+01           815697892   -7.2930044836e-02           815705608    7.4934738425e-02         -1989405365   -4.6692995800e+01           815694887    2.2634591856e+01         -1989402970    4.4404252622e+05   -7.5720188691e-03    0.0000000000e+00    0.0000000000e+00   -2.9188551276e-02    2.2432169777e-05    0.0000000000e+00    0.0000000000e+00
    4.5934966698e+02    1.0646059594e-02    4.7781930198e+03    4.4882268202e+05    4.4404448900e+05    1.3223284723e+04    0.0000000000e+00    0.0000000000e+00    4.3559939730e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404247252e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.3128817943e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    6.4852759026e+03    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.1740381597e+02    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.4099048344e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    5.0742112992e+01    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.5990614145e+01    0.0000000000e+00    2.3788402992e+03    2.0998419520e+05    3.1339238077e-02    1.3671262646e-02    1.2983512481e-02    2.2323630381e+05   -9.1654928095e+00         -1989414433    6.3710219555e+00           815690091   -2.9657422152e+01         -1989421636    3.0549667794e+01         -1989427034   -1.7015257726e-02           815694284    1.6139536939e-02           815694289   -1.1135103797e-02           815698210    1.1369382351e-02         -1989405365   -1.1904192229e-02           815705523    1.2515356747e-02         -1989402996   -2.6026637978e+01           815658897    2.7155086306e+01              515702   -1.7478459148e+01         -1989414420    3.0961653386e+01         -1989413832   -1.6562058893e+01         -1989402985    4.0745390197e+01         -1989415025   -7.9572253540e-02           815705608    8.3668557000e-02         -1989403011   -4.2965649940e+01         -1989415026    2.0418309113e+01         -1989402911    4.4404250187e+05   -1.6031055261e-03    0.0000000000e+00    0.0000000000e+00   -2.9352032628e-02    1.7887847111e-05    0.0000000000e+00    0.0000000000e+00
    4.6152667962e+02    1.3157640680e-02    5.9204767362e+03    4.4996492001e+05    4.4404444327e+05    1.4491418616e+04    0.0000000000e+00    0.0000000000e+00    4.3547350139e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404242679e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.2600387226e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    7.6688512865e+03    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    3.3228401800e+02    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.4364811838e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    6.2537837957e+01    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    2.4058632980e+01    0.0000000000e+00    2.6497757072e+03    2.4897398010e+05    3.2222065921e-02    1.3832222087e-02    1.3171444398e-02    1.8384968636e+05   -4.8836173339e+00           815693062    1.6020297066e+01         -1989414436   -2.9925699276e+01         -1989427629    2.9534820741e+01           815685892   -1.9044530613e-02         -1989409630    1.8432946486e-02         -1989410223   -1.1131834595e-02           815698210    1.2612130870e-02         -1989405365   -1.1877463667e-02           815705523    1.2186537866e-02           815705608   -2.3636097620e+01           815633098    2.2830767858e+01              489900   -3.0707576929e+01         -1989412036    2.4765020226e+01           815693675   -1.7712960966e+01         -1989415605    3.8172252570e+01         -1989414433   -7.9992111877e-02           815705608    7.4071541308e-02         -1989405365   -5.0766868806e+01         -1989412036    2.3580360171e+01           815706281    4.4404245630e+05   -3.3788792981e-03    0.0000000000e+00    0.0000000000e+00   -2.9508392494e-02    1.8899828068e-05    0.0000000000e+00    0.0000000000e+00
    4.6370369226e+02    1.1719410753e-02    5.2656491604e+03    4.4931006102e+05    4.4404441186e+05    1.7582275897e+04    0.0000000000e+00    0.0000000000e+00    4.3172778513e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404239538e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.4095080879e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.0373997007e+04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    5.4754786380e+02    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.4869850173e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    6.6844393530e+01    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    3.5680042754e+01    0.0000000000e+00    2.7957676672e+03    1.9881328362e+05    3.2781882666e-02    1.3846208275e-02    1.3347983745e-02    2.3011867386e+05   -7.5132812201e+00           815696097    1.6763969903e+01           815694898   -2.5782711922e+01           815645699    2.6306942775e+01              492900   -2.0900164886e-02           815696084    1.6811822123e-02           815705092   -1.0869971013e-02           815702594    1.2321182531e-02         -1989405365   -1.2374345379e-02           815705523    1.1562757831e-02           815705608   -2.9211230789e+01           815683496    2.7900952912e+01           815689499   -3.8159224601e+01           815695498    1.5057169982e+01         -1989403029   -3.6360127042e+01           815693683    1.2108646847e+01         -1989403626   -7.7807532656e-02           815705608    8.0736835767e-02         -1989405365   -4.5655782590e+01           815695479    2.2607886782e+01         -1989402970    4.4404242506e+05   -8.8403901481e-03    0.0000000000e+00    0.0000000000e+00   -2.9676301797e-02    2.0075099877e-05    0.0000000000e+00    0.0000000000e+00
    4.6588070490e+02    1.1165732571e-02    5.0140664895e+03    4.4905844355e+05    4.4404437706e+05    1.8058926641e+04    0.0000000000e+00    0.0000000000e+00    4.3099951691e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404236058e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.4227652434e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.0696187475e+04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    6.4724560850e+02    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.5203159849e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    8.8555057158e+01    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    5.2141658328e+01    0.0000000000e+00    2.8934016207e+03    1.9664388919e+05    3.3693436280e-02    1.4046701667e-02    1.3431050110e-02    2.3146216493e+05   -1.3089949765e+01           815694295    9.5866446499e+00         -1989412632   -3.1902752360e+01         -1989421633    3.2055091415e+01         -1989426433   -1.9079233229e-02         -1989410835    1.9622343427e-02           815697297   -1.0811477546e-02           815700018    1.1195875599e-02         -1989402171   -1.2473191016e-02           815705523    1.3565787909e-02         -1989402996   -3.0756969660e+01           815659498    3.2212226560e+01              516301   -2.3022974424e+01         -1989413821    2.8648121037e+01         -1989414432   -1.3652939133e+01         -1989409029    4.7490250010e+01         -1989415024   -7.3563575260e-02           815705608    7.6730688758e-02         -1989405365   -5.1082256495e+01         -1989415025    2.1492441805e+01         -1989402407    4.4404239042e+05   -1.3152885725e-03    0.0000000000e+00    0.0000000000e+00   -2.9840822977e-02    1.8554785928e-05    0.0000000000e+00    0.0000000000e+00
    4.6805771753e+02    1.5059117473e-02    6.7891544009e+03    4.5083348432e+05    4.4404432992e+05    1.9982646672e+04    0.0000000000e+00    0.0000000000e+00    4.3085083765e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404231344e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.3143726871e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.2360403846e+04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    9.7720893653e+02    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.5415523880e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    1.0489439313e+02    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    7.1611569517e+01    0.0000000000e+00    3.4856750588e+03    2.5932733613e+05    3.4402650725e-02    1.4344052602e-02    1.3527320096e-02    1.6803776418e+05   -6.2126341992e+00           815693095    1.6951984802e+01         -1989413229   -3.3978100738e+01         -1989417432    3.4195188696e+01           815666098   -1.7128120138e-02         -1989412035    2.1227688834e-02         -1989407229   -1.2136948575e-02           815699090    1.1222305942e-02         -1989402171   -1.2894186172e-02           815705523    1.1414056388e-02           815699500   -2.4008799008e+01         -1989418635    2.3610884392e+01         -1989424036   -2.6807414553e+01         -1989412035    2.8879491350e+01           815693670   -1.9615226853e+01           815693069    3.6310275659e+01           815694295   -7.7214687828e-02           815698210    7.1342956270e-02           815695346   -5.1756863272e+01         -1989412636    2.0545601702e+01         -1989402911    4.4404234344e+05   -5.2841405630e-03    0.0000000000e+00    0.0000000000e+00   -3.0001775972e-02    2.0051878273e-05    0.0000000000e+00    0.0000000000e+00
    4.7023473017e+02    1.3254468058e-02    5.9646289210e+03    4.5000892490e+05    4.4404429598e+05    2.5171351982e+04    0.0000000000e+00    0.0000000000e+00    4.2483757292e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404227950e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.6037520494e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.6674145600e+04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    1.5227811162e+03    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.5968217527e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    1.1194125533e+02    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    9.9049785629e+01    0.0000000000e+00    3.6300322630e+03    1.9650645803e+05    3.5746355884e-02    1.4452109622e-02    1.3833874885e-02    2.2470101859e+05   -1.5706645688e+01           815696098    1.5306162693e+01           815694285   -2.7718104892e+01           815646299    2.7651674542e+01              493500   -2.2409067125e-02         -1989409026    1.9973521537e-02         -1989410824   -1.1221512541e-02           815694793    1.1226393293e-02         -1989402171   -1.3028555673e-02           815705523    1.0977812255e-02           815699500   -3.0558495927e+01           815684096    3.1459241828e+01         -1989419236   -3.9079609025e+01         -1989413232    2.3336422065e+01           815697296   -4.0938939879e+01         -1989414436    2.0589644855e+01         -1989402980   -7.8093256217e-02           815698210    8.0441036430e-02         -1989405405   -5.3587109523e+01           815694898    2.1832118841e+01           815706281    4.4404230965e+05   -9.0543717130e-03    0.0000000000e+00    0.0000000000e+00   -3.0156927699e-02    1.7616134159e-05    0.0000000000e+00    0.0000000000e+00
    4.7241174281e+02    1.2303621401e-02    5.5314086236e+03    4.4957565284e+05    4.4404424421e+05    2.5908706448e+04    0.0000000000e+00    0.0000000000e+00    4.2366694639e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404222773e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.7196362770e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.7063029781e+04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    1.6768313574e+03    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.6329198521e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    1.5046279503e+02    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.3545425315e+02    0.0000000000e+00    3.7408913164e+03    1.7725554553e+05    3.6997822201e-02    1.4453348663e-02    1.4041593888e-02    2.4267044405e+05   -1.3028368222e+01           815694889    1.5966012996e+01         -1989412632   -3.0941316585e+01           815687096    3.1351364094e+01         -1989415632   -1.9427488214e-02         -1989406632    1.9142596971e-02           815700296   -1.1138407394e-02         -1989403473    1.1945664231e-02           815700894   -1.3320261679e-02           815705523    1.0518420698e-02           815704499   -3.4224658178e+01              521700    3.5070723122e+01              506701   -2.7314999645e+01           815694877    3.5087226664e+01           815694291   -1.8722208062e+01           815696093    4.6088978085e+01         -1989415618   -7.6708696861e-02           815698210    6.9863475214e-02           815695346   -4.7359532357e+01         -1989415026    2.1249364314e+01           815706281    4.4404225804e+05   -2.9969100096e-03    0.0000000000e+00    0.0000000000e+00   -3.0309232130e-02    1.5791820949e-05    0.0000000000e+00    0.0000000000e+00
    4.7458875545e+02    1.7926358758e-02    8.1053957875e+03    4.5214959139e+05    4.4404419560e+05    2.8085769694e+04    0.0000000000e+00    0.0000000000e+00    4.2406382170e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404217912e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.5973938276e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    1.8899131195e+04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.0833409077e+03    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.6458533888e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    1.6342386381e+02    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    1.7789456105e+02    0.0000000000e+00    4.7754098353e+03    2.6662582534e+05    3.7865081654e-02    1.4619314527e-02    1.4311555309e-02    1.5266251973e+05   -9.6979475945e+00         -1989410230    2.4642117962e+01           815695493   -4.0040054185e+01              523502    3.9246354089e+01           815666699   -2.2618908938e-02           815696675    2.6467378419e-02           815698481   -1.1297518436e-02         -1989403473    1.2152431299e-02           815695346   -1.3464196617e-02           815705523    1.1452509360e-02           815702074   -2.3729921841e+01         -1989418632    2.2015122891e+01              471300   -5.1516499600e+01         -1989412634    3.0477565046e+01           815694270   -1.8283311766e+01           815705095    2.7694995056e+01         -1989412633   -7.5397927890e-02           815698210    6.4823522037e-02         -1989402750   -6.6309137431e+01         -1989412634    2.4311308945e+01         -1989402970    4.4404220958e+05   -7.4625538031e-03    0.0000000000e+00    0.0000000000e+00   -3.0458309228e-02    2.0287681317e-05    0.0000000000e+00    0.0000000000e+00
    4.7676576809e+02    1.5584346338e-02    7.0296910068e+03    4.5107384387e+05    4.4404415286e+05    3.4864195991e+04    0.0000000000e+00    0.0000000000e+00    4.1620964787e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404213638e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.8730299330e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    2.4504098198e+04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.8913251810e+03    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.7028220220e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    1.9744400376e+02    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    2.2801647339e+02    0.0000000000e+00    4.9675064688e+03    1.9919986524e+05    3.8888546071e-02    1.4880897066e-02    1.4633638988e-02    2.1204220776e+05   -2.0765232283e+01           815694891    1.7668118925e+01           815694286   -2.7674663607e+01           815637294    2.9663591246e+01              494100   -2.0264391811e-02         -1989404210    2.1614322722e-02         -1989409625   -1.1498307431e-02         -1989403473    1.1657591903e-02         -1989402750   -1.3662245913e-02           815705523    1.1606527049e-02           815702679   -3.2509492635e+01           815684092    3.4574506730e+01         -1989419233   -4.2446546982e+01         -1989413822    2.4929981048e+01         -1989413233   -4.9907065874e+01           815694289    2.4993166315e+01         -1989410836   -7.4686032900e-02           815705033    6.5377783627e-02         -1989404049   -6.4031021101e+01           815694289    2.2079093109e+01         -1989402970    4.4404216699e+05   -6.5713567034e-03    0.0000000000e+00    0.0000000000e+00   -3.0613274856e-02    2.3927606176e-05    0.0000000000e+00    0.0000000000e+00
    4.7894278073e+02    1.2492175630e-02    5.6172484006e+03    4.4966133737e+05    4.4404408897e+05    3.4483428745e+04    0.0000000000e+00    0.0000000000e+00    4.1517790862e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404207248e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    7.0691799897e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    2.4090296366e+04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    2.6174345701e+03    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.7426365239e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    2.4362915804e+02    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    2.8862500909e+02    0.0000000000e+00    5.3938360238e+03    1.5557497381e+05    4.0497767615e-02    1.5088715736e-02    1.4805586132e-02    2.5420902839e+05   -1.8239943824e+01         -1989414420    2.8199656375e+01         -1989413232   -2.9277729578e+01           815677491    3.3480806910e+01         -1989416233   -2.3659659515e-02           815704496    5.0514340434e-02         -1989402934   -1.1917736333e-02         -1989404821    1.1479771756e-02         -1989402750   -1.4019360610e-02           815705523    1.1218967277e-02           815699500   -3.7169607659e+01           815670298    3.6791740411e+01           815664899   -2.4505397545e+01           815697292    3.2418041652e+01           815696690   -1.8812849457e+01         -1989407229    5.5077070976e+01         -1989415018   -1.9867900378e-01         -1989402934    6.9318973440e-02           815705046   -6.0389798258e+01         -1989412633    2.3205668524e+01         -1989402970    4.4404210326e+05   -5.8941548624e-03    0.0000000000e+00    0.0000000000e+00   -3.0771778354e-02    2.1816104181e-05    0.0000000000e+00    0.0000000000e+00
    4.8111979337e+02    2.0251128250e-02    9.1782628541e+03    4.5322229660e+05    4.4404403375e+05    3.6855884706e+04    0.0000000000e+00    0.0000000000e+00    4.1636641190e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404201727e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    6.9047962878e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    2.6085056922e+04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    3.0584402229e+03    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.7475605541e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    2.7025371445e+02    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    3.6258150272e+02    0.0000000000e+00    5.6468236118e+03    2.6794547595e+05    4.7048737544e-02    1.5270905502e-02    1.5177104131e-02    1.4277403484e+05   -1.0803140966e+01           815698495    1.9550326621e+01         -1989412622   -4.2610944071e+01              513902    4.4397264717e+01           815666697   -3.2878257881e-02         -1989403534    2.0611933186e-01         -1989402934   -1.2365111965e-02         -1989404218    1.2101187997e-02         -1989411168   -1.3756111627e-02           815705523    1.1768303386e-02         -1989403620   -2.2125162172e+01         -1989418029    2.2202916265e+01         -1989415630   -6.0059498393e+01           815696094    3.6022649731e+01           815694271   -2.4927517962e+01         -1989412019    3.5456657172e+01           815694885   -8.6596684188e-01         -1989402934    7.1352239347e-02         -1989405374   -6.8947415512e+01         -1989412021    2.3558989821e+01         -1989402970    4.4404204820e+05   -9.0055289294e-03    0.0000000000e+00    0.0000000000e+00   -3.0933932873e-02    2.1948014334e-05    0.0000000000e+00    0.0000000000e+00
    4.8329680601e+02    1.7911006607e-02    8.0983238161e+03    4.5214230521e+05    4.4404398140e+05    4.4670606378e+04    0.0000000000e+00    0.0000000000e+00    4.0747169884e+05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404196492e+05    0.0000000000e+00    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06   -1.0000000000e+00    7.1210801980e+03    0.0000000000e+00    5.5516524756e+04    9.6000000000e+04   -1.0000000000e+00    3.2873892461e+04    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03   -1.0000000000e+00    3.7147840616e+03    0.0000000000e+00    3.7011016504e+03    1.9200000000e+06    1.0000000000e+00    1.8029523006e+02    0.0000000000e+00    1.1103304951e+04    9.6000000000e+04    1.0000000000e+00    3.2485630865e+02    0.0000000000e+00    9.2527541260e+03    9.6000000000e+03    1.0000000000e+00    4.5569811854e+02    0.0000000000e+00    5.8829277323e+03    2.0663302262e+05    6.1057465039e-02    1.5624788448e-02    1.5497648713e-02    1.9495565631e+05   -1.8006178741e+01         -1989413831    1.9693956156e+01         -1989413817   -3.0823807213e+01           815637899    3.1514239612e+01              494700   -3.0128119406e-02         -1989403534    3.6987275951e-01         -1989402934   -1.1456030871e-02         -1989403533    1.2289965394e-02         -1989411168   -1.4019684144e-02           815705523    1.1687656293e-02         -1989404155   -3.7366828795e+01           815685296    4.4034516614e+01         -1989419231   -3.8257589570e+01         -1989412614    2.6039752700e+01         -1989412632   -4.3158782512e+01           815693694    2.4688089736e+01         -1989410231   -1.6222478146e+00         -1989402934    7.2341008852e-02         -1989402750   -5.3817065804e+01         -1989414422    2.5185953055e+01           815706252    4.4404199600e+05   -5.9109655293e-03    0.0000000000e+00    0.0000000000e+00   -3.1085364552e-02    1.7802719723e-05    0.0000000000e+00    0.0000000000e+00
