# 1 time
# 2 Ubal_norm
# 3 Ubal
# 4 Utot
# 5 Uexp
# 6 Ukin
# 7 Urad
# 8 UmBWpairs
# 9 Uelm
# 10 Ukin_bnd
# 11 Ukin_out_mvw
# 12 Ukin_inj_mvw
# 13 Ukin_new
# 14 Uelm_bnd
# 15 Uelm_out_mvw
# 16 Uelm_inj_mvw
# 17 Dens_ion
# 18 Ntot_ion
# 19 Zavg_ion
# 20 Ukin_ion
# 21 Urad_ion
# 22 Dens_ele
# 23 Ntot_ele
# 24 Zavg_ele
# 25 Ukin_ele
# 26 Urad_ele
# 27 Uelm_Ex
# 28 Uelm_Ey
# 29 Uelm_Ez
# 30 Uelm_Bx_m
# 31 Uelm_By_m
# 32 Uelm_Bz_m
# 33 ExMin
# 34 ExMinCell
# 35 ExMax
# 36 ExMaxCell
# 37 EyMin
# 38 EyMinCell
# 39 EyMax
# 40 EyMaxCell
# 41 EzMin
# 42 EzMinCell
# 43 EzMax
# 44 EzMaxCell
# 45 Bx_mMin
# 46 Bx_mMinCell
# 47 Bx_mMax
# 48 Bx_mMaxCell
# 49 By_mMin
# 50 By_mMinCell
# 51 By_mMax
# 52 By_mMaxCell
# 53 Bz_mMin
# 54 Bz_mMinCell
# 55 Bz_mMax
# 56 Bz_mMaxCell
# 57 JxMin
# 58 JxMinCell
# 59 JxMax
# 60 JxMaxCell
# 61 JyMin
# 62 JyMinCell
# 63 JyMax
# 64 JyMaxCell
# 65 JzMin
# 66 JzMinCell
# 67 JzMax
# 68 JzMaxCell
# 69 RhoMin
# 70 RhoMinCell
# 71 RhoMax
# 72 RhoMaxCell
# 73 PoyXmin
# 74 PoyXminInst
# 75 PoyYmin
# 76 PoyYminInst
# 77 PoyXmax
# 78 PoyXmaxInst
# 79 PoyYmax
# 80 PoyYmaxInst
#
#               time           Ubal_norm                Ubal                Utot                Uexp                Ukin                Urad           UmBWpairs                Uelm            Ukin_bnd        Ukin_out_mvw        Ukin_inj_mvw            Ukin_new            Uelm_bnd        Uelm_out_mvw        Uelm_inj_mvw            Dens_ion            Ntot_ion            Zavg_ion            Ukin_ion            Urad_ion            Dens_ele            Ntot_ele            Zavg_ele            Ukin_ele            Urad_ele             Uelm_Ex             Uelm_Ey             Uelm_Ez           Uelm_Bx_m           Uelm_By_m           Uelm_Bz_m               ExMin           ExMinCell               ExMax           ExMaxCell               EyMin           EyMinCell               EyMax           EyMaxCell               EzMin           EzMinCell               EzMax           EzMaxCell             Bx_mMin         Bx_mMinCell             Bx_mMax         Bx_mMaxCell             By_mMin         By_mMinCell             By_mMax         By_mMaxCell             Bz_mMin         Bz_mMinCell             Bz_mMax         Bz_mMaxCell               JxMin           JxMinCell               JxMax           JxMaxCell               JyMin           JyMinCell               JyMax           JyMaxCell               JzMin           JzMinCell               JzMax           JzMaxCell              RhoMin          RhoMinCell              RhoMax          RhoMaxCell             PoyXmin         PoyXminInst             PoyYmin         PoyYminInst             PoyXmax         PoyXmaxInst             PoyYmax         PoyYmaxInst
    2.3511736509e+02    9.3772481509e-03    4.1995938887e+03    4.4784928597e+05    4.4364969208e+05    3.0266160846e-01    0.0000000000e+00    0.0000000000e+00    4.4784898331e+05    1.0383233150e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4364966790e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    1.8783691024e-04    0.0000000000e+00    8.2409577517e+02    1.0687790000e+06   -1.0000000000e+00    3.0247377155e-01    0.0000000000e+00    4.0978111763e+02    2.2559182177e+05    1.6957578675e-06    2.3157383169e-06    2.2860415936e-06    2.2184738041e+05   -7.1296760677e-01          1089180671    7.1296348372e-01          1089180583   -1.9496185547e+01          1089178227    1.9519666984e+01          1089183027   -2.5947329742e-05          1857307892    2.6510558631e-05          1857525951   -3.2119663957e-05         -1448500443    3.2789506505e-05          1857680729   -3.2196797217e-05          1857346534    3.0629022437e-05         -1448842668   -1.9360512292e+01          1089178828    1.9356285892e+01          1089183628   -1.9548985787e-03          1089348625    6.7734784573e-04          1857178306   -8.8525697164e-03          1089348621    6.9300855113e-03          1089352808   -9.8490890530e-05         -1448829857    1.0431221357e-04         -1448644672   -1.2944985938e-02          1857525345    1.4127988332e-02          1089449336    4.4364966790e+05    2.0392009972e+01    0.0000000000e+00    0.0000000000e+00   -2.4284719208e-06    1.7471128607e-09    0.0000000000e+00    0.0000000000e+00
    2.3947139037e+02    9.3591024354e-03    4.1927015645e+03    4.4798115989e+05    4.4378845832e+05    5.3012131339e-01    0.0000000000e+00    0.0000000000e+00    4.4798062977e+05    1.0391219463e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4378843414e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    3.4071015133e-04    0.0000000000e+00    8.2409500411e+02    1.0687780000e+06   -1.0000000000e+00    5.2978060323e-01    0.0000000000e+00    4.0994581005e+02    2.2566028760e+05    1.6596411943e-06    2.1750192312e-06    2.3138320321e-06    2.2191039635e+05   -7.1175843263e-01          1089187271    7.1175826043e-01          1089187183   -1.9486651764e+01          1089184827    1.9512006155e+01          1089189628   -2.7017581985e-05          1857407704    2.5945285989e-05         -1448455922   -3.0315146096e-05         -1448583745    3.4753538159e-05         -1448435098   -3.1176342301e-05          1089374419    3.3403401816e-05         -1448641042   -1.9454107412e+01          1089185428    1.9450874350e+01          1089190228   -2.9794605200e-03          1089350422    9.2433147504e-04          1089348003   -9.5984856736e-03          1857187301    9.7813425650e-03          1089349208   -9.8133027884e-05          1857551138    1.0596636276e-04         -1448644672   -1.3290928533e-02          1857525345    1.5260739159e-02          1089345023    4.4378843414e+05    8.3101737657e-01    0.0000000000e+00    0.0000000000e+00   -2.4634214486e-06    2.1362529267e-09    0.0000000000e+00    0.0000000000e+00
    2.4382541565e+02    9.3688224975e-03    4.1980744135e+03    4.4808986557e+05    4.4389179116e+05    8.9572112962e-01    0.0000000000e+00    0.0000000000e+00    4.4808896985e+05    1.0417483418e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4389176698e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    5.0797781977e-04    0.0000000000e+00    8.2409346198e+02    1.0687760000e+06   -1.0000000000e+00    8.9521315180e-01    0.0000000000e+00    4.1004924370e+02    2.2571515647e+05    1.6057328906e-06    2.3119263859e-06    2.3898984485e-06    2.2196376413e+05   -7.0956811847e-01          1089193870    7.0956562604e-01          1089193784   -1.9461736554e+01          1089191428    1.9488837634e+01          1089196227   -2.7858339340e-05          1089355212    2.5913582360e-05         -1448691379   -3.3339063712e-05          1857465160    3.4319816261e-05         -1448512653   -2.9667100745e-05         -1448582274    3.1413811472e-05         -1448709531   -1.9532222378e+01          1089192027    1.9530984472e+01          1089196827   -4.9923324024e-03          1089347415    1.1962617552e-03          1857181897   -1.1113460627e-02          1089352221    1.5185841109e-02          1089347400   -9.3929436236e-05          1857551138    1.0477150031e-04         -1448644672   -1.3409750871e-02          1857525345    1.6268670255e-02          1089346214    4.4389176698e+05    8.8143233790e+00    0.0000000000e+00    0.0000000000e+00   -2.5000459401e-06    2.0220934146e-09    0.0000000000e+00    0.0000000000e+00
    2.4817944093e+02    9.3581135668e-03    4.1938838389e+03    4.4815483474e+05    4.4396095090e+05    1.3942480225e+00    0.0000000000e+00    0.0000000000e+00    4.4815344049e+05    1.0547152632e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4396092671e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    8.6185577559e-04    0.0000000000e+00    8.2409114879e+02    1.0687730000e+06   -1.0000000000e+00    1.3933861668e+00    0.0000000000e+00    4.1010917941e+02    2.2574656994e+05    1.6245018033e-06    2.4355560666e-06    2.3598729369e-06    2.2199676136e+05   -7.1367155805e-01          1089201073    7.1367080603e-01          1089200981   -1.9421364101e+01          1089198028    1.9448367149e+01          1089202828   -3.3372375905e-05          1089352824    2.7128311819e-05          1857186732   -3.7680333872e-05         -1448492721    3.3312999224e-05          1857190335   -3.2190111540e-05         -1448582274    3.2469052591e-05         -1448709531   -1.9595530415e+01          1089198627    1.9595565856e+01          1089203428   -6.4439346327e-03          1857181902    2.2606025961e-03          1857178939   -1.4103445667e-02          1089349224    1.3904805040e-02          1089354008   -8.6653371676e-05          1857347634    1.0074055383e-04         -1448644672   -1.3404205856e-02          1857395634    1.6360498212e-02          1089346214    4.4396092672e+05    2.2476215774e+00    0.0000000000e+00    0.0000000000e+00   -2.5409442994e-06    1.9868074272e-09    0.0000000000e+00    0.0000000000e+00
    2.5253346620e+02    9.3589293154e-03    4.1945338171e+03    4.4818522245e+05    4.4399068863e+05    2.1168159203e+00    0.0000000000e+00    0.0000000000e+00    4.4818310563e+05    1.0640879916e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4399066445e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    1.4635461800e-03    0.0000000000e+00    8.2408883561e+02    1.0687700000e+06   -1.0000000000e+00    2.1153523741e+00    0.0000000000e+00    4.1017857490e+02    2.2576421314e+05    1.6658104139e-06    2.3585153420e-06    2.2937431348e-06    2.2200871391e+05   -7.1882171348e-01          1089207672    7.1882931546e-01          1089207582   -1.9460073620e+01          1089205228    1.9431781507e+01          1089210027   -3.0002343292e-05          1857187898    3.1045973003e-05          1857195112   -3.4471741313e-05         -1448583745    3.4802574806e-05          1857184911   -3.2494439884e-05         -1448444079    3.0703422208e-05         -1448600588   -1.9643337714e+01          1089205227    1.9643375340e+01          1089210027   -7.9061327447e-03          1089351607    2.2080422980e-03          1089348595   -1.5136904077e-02          1857187912    1.6390944691e-02          1089351008   -8.7299759690e-05         -1448453291    9.5169997474e-05         -1448644672   -1.3365944475e-02          1857204270    1.6356286696e-02          1089346214    4.4399066445e+05    1.1066780143e+00    0.0000000000e+00    0.0000000000e+00   -2.5850545418e-06    2.4046329284e-09    0.0000000000e+00    0.0000000000e+00
    2.5688749148e+02    9.3587775479e-03    4.1947068548e+03    4.4821097984e+05    4.4401627298e+05    3.1498547789e+00    0.0000000000e+00    0.0000000000e+00    4.4820782998e+05    1.0699825800e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4401624880e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    2.1403852491e-03    0.0000000000e+00    8.2408652242e+02    1.0687670000e+06   -1.0000000000e+00    3.1477143937e+00    0.0000000000e+00    4.1025061999e+02    2.2577700524e+05    1.6976900909e-06    2.2199356578e-06    2.2905036300e-06    2.2202057412e+05   -7.2325828023e-01          1089214272    7.2326234618e-01          1089214182   -1.9595037493e+01          1089211827    1.9566838503e+01          1089216627   -3.6133316655e-05          1089357604    3.9047064005e-05          1857189103   -3.5630339329e-05          1857192695    3.2170925948e-05         -1448700275   -2.9842338668e-05         -1448444079    3.2991590916e-05         -1448709531   -1.9674190468e+01          1089211827    1.9675737862e+01          1089216627   -8.5840226844e-03          1857184896    3.4175662008e-03          1857182520   -1.6952598615e-02          1857184331    1.6219002478e-02          1089348586   -8.8921727846e-05         -1448453291    9.1520663704e-05          1857504892   -1.3252624309e-02          1857204270    1.6353968389e-02          1089346214    4.4401624880e+05    1.8918062314e+00    0.0000000000e+00    0.0000000000e+00   -2.6223555792e-06    2.1964525486e-09    0.0000000000e+00    0.0000000000e+00
    2.6124151676e+02    9.3565414241e-03    4.1938038106e+03    4.4822158322e+05    4.4402777941e+05    4.5585764429e+00    0.0000000000e+00    0.0000000000e+00    4.4821702464e+05    1.0699825800e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4402775523e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    3.7254011200e-03    0.0000000000e+00    8.2408652242e+02    1.0687670000e+06   -1.0000000000e+00    4.5548510418e+00    0.0000000000e+00    4.1034430970e+02    2.2577767814e+05    1.6415746737e-06    2.2536993950e-06    2.3063868037e-06    2.2202900219e+05   -7.2680542032e-01          1089220871    7.2680329391e-01          1089220783   -1.9713506753e+01          1089218428    1.9687791801e+01          1089223228   -4.8246765421e-05          1089360605    3.9356851967e-05          1089355209   -3.4162606521e-05          1857209499    4.0804012951e-05          1857186734   -3.2105600908e-05         -1448750914    3.0259564303e-05         -1448610476   -1.9689138431e+01          1089218428    1.9692086607e+01          1089223227   -1.0298187076e-02          1089355204    3.4267923631e-03          1089352190   -1.8559619742e-02          1857181941    1.8403542363e-02          1089354604   -8.9758222237e-05         -1448453291    9.2772003037e-05          1857288257   -1.6006099262e-02          1089355178    1.6340763146e-02          1089346214    4.4402775523e+05    7.6781566753e-02    0.0000000000e+00    0.0000000000e+00   -2.6599595261e-06    3.1152180982e-09    0.0000000000e+00    0.0000000000e+00
    2.6559554204e+02    9.3575797631e-03    4.1943350660e+03    4.4822862024e+05    4.4403428518e+05    6.4179494175e+00    0.0000000000e+00    0.0000000000e+00    4.4822220229e+05    1.0771533591e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4403426100e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    5.5521787777e-03    0.0000000000e+00    8.2408498029e+02    1.0687650000e+06   -1.0000000000e+00    6.4123972387e+00    0.0000000000e+00    4.1049373119e+02    2.2578921079e+05    1.6706214958e-06    2.2766135567e-06    2.3084732167e-06    2.2202249777e+05   -7.2960747681e-01          1089227471    7.2960782564e-01          1089227383   -1.9817498603e+01          1089225027    1.9791881131e+01          1089229828   -5.2559688947e-05          1857196904    5.3554175540e-05          1857188528   -3.8420597314e-05          1857211908    4.2405546315e-05          1857187329   -3.1348585540e-05         -1448750914    3.2197030592e-05         -1448709531   -1.9688244733e+01          1089225027    1.9690675476e+01          1089229827   -1.3698048933e-02          1089352792    4.0324705624e-03          1857186128   -1.9590402204e-02          1857188543    2.0594990449e-02          1089352182   -8.9965804901e-05         -1448453291    9.3295495587e-05          1857288257   -1.8178572727e-02          1857180151    1.6341045819e-02          1857184303    4.4403426100e+05    4.8280631685e-01    0.0000000000e+00    0.0000000000e+00   -2.7000228037e-06    1.8262476849e-09    0.0000000000e+00    0.0000000000e+00
    2.6994956732e+02    9.3567558928e-03    4.1940049997e+03    4.4823281143e+05    4.4403880643e+05    8.7356757616e+00    0.0000000000e+00    0.0000000000e+00    4.4822407575e+05    1.0843155701e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4403878225e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    8.3870864465e-03    0.0000000000e+00    8.2408266710e+02    1.0687620000e+06   -1.0000000000e+00    8.7272886752e+00    0.0000000000e+00    4.1069639786e+02    2.2578271355e+05    1.7326158436e-06    2.3583828192e-06    2.2791841996e-06    2.2203066580e+05   -7.3144418758e-01          1089234071    7.3143572601e-01          1089233983   -1.9904929501e+01          1089231628    1.9879421377e+01          1089236427   -5.1883920859e-05          1857190933    5.2421399758e-05          1857210093   -3.6352212842e-05          1857199296    5.0904596148e-05          1857183156   -3.3823841835e-05          1857209492    3.0489161615e-05         -1448600587   -1.9669473870e+01          1089231628    1.9673561845e+01          1089236428   -1.6619480448e-02          1857186138    4.4468053436e-03          1089355785   -2.4558896492e-02          1857186148    2.2719174259e-02          1089358783   -9.2895387852e-05         -1448547716    9.3086365059e-05          1857288257   -2.1082997533e-02          1857186151    1.6955886367e-02          1089355204    4.4403878225e+05    2.0274362721e-01    0.0000000000e+00    0.0000000000e+00   -2.7372001743e-06    2.7803876203e-09    0.0000000000e+00    0.0000000000e+00
    2.7430359260e+02    9.3567643082e-03    4.1940244069e+03    4.4823448244e+05    4.4404045803e+05    1.1564970381e+01    0.0000000000e+00    0.0000000000e+00    4.4822291747e+05    1.0989764639e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404043385e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    1.3492284265e-02    0.0000000000e+00    8.2407726966e+02    1.0687550000e+06   -1.0000000000e+00    1.1551478096e+01    0.0000000000e+00    4.1097425901e+02    2.2578437484e+05    1.7215988975e-06    2.4737594930e-06    2.2795144927e-06    2.2202756836e+05   -7.3241415638e-01          1089240670    7.3241952726e-01          1089240584   -1.9975488644e+01          1089238228    1.9951529125e+01          1089243028   -4.9118067156e-05          1857210695    5.7039847726e-05          1857210704   -4.3757794952e-05          1089361796    4.3489820984e-05          1089358790   -2.9474862993e-05          1857226892    3.4065425259e-05          1857194520   -1.9633999671e+01          1089238228    1.9639519529e+01          1089243028   -1.4679264258e-02          1089355773    5.1966164305e-03          1857180168   -2.5290319636e-02          1857181961    2.2395461337e-02          1089355161   -9.6201308338e-05         -1448547716    9.1997203381e-05          1089446804   -2.2369036749e-02          1089355161    1.7817888909e-02          1857189712    4.4404043385e+05    2.8456348509e-02    0.0000000000e+00    0.0000000000e+00   -2.7736623131e-06    2.3752888679e-09    0.0000000000e+00    0.0000000000e+00
    2.7865761788e+02    9.3572107914e-03    4.1942380010e+03    4.4823592142e+05    4.4404168342e+05    1.4796970015e+01    0.0000000000e+00    0.0000000000e+00    4.4822112445e+05    1.0998378695e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404165924e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    1.8539006866e-02    0.0000000000e+00    8.2407649860e+02    1.0687540000e+06   -1.0000000000e+00    1.4778431008e+01    0.0000000000e+00    4.1135382748e+02    2.2579189976e+05    1.7357533187e-06    2.5373643718e-06    2.2999739308e-06    2.2201787086e+05   -7.3246493266e-01          1089247270    7.3246544624e-01          1089247184   -2.0030578979e+01          1089244827    2.0005293689e+01          1857081692   -5.3347819875e-05          1857214904    5.8738656425e-05          1089372612   -4.5480641464e-05          1089371379    4.3294593204e-05          1857183761   -3.5983121334e-05          1089364755    3.3003051780e-05          1857189768   -1.9582027652e+01          1089244828    1.9587380196e+01          1089249627   -1.6209085010e-02          1857189748    8.3089595430e-03          1089349147   -2.5919088676e-02          1857189148    2.8110217545e-02          1089352152   -9.7818310326e-05         -1448547716    9.0469277311e-05          1089446804   -2.6140591554e-02          1089352151    1.7745284352e-02          1857189712    4.4404165924e+05    9.3964659380e-02    0.0000000000e+00    0.0000000000e+00   -2.8116914915e-06    2.7653488704e-09    0.0000000000e+00    0.0000000000e+00
    2.8301164316e+02    9.3565997550e-03    4.1939669052e+03    4.4823621989e+05    4.4404225298e+05    1.8462152456e+01    0.0000000000e+00    0.0000000000e+00    4.4821775774e+05    1.0998378695e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404222880e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    2.8405306029e-02    0.0000000000e+00    8.2407649860e+02    1.0687540000e+06   -1.0000000000e+00    1.8433747150e+01    0.0000000000e+00    4.1182429646e+02    2.2577674605e+05    1.8424683933e-06    2.4815443867e-06    2.3095119974e-06    2.2202918739e+05   -7.3146057356e-01          1857085934    7.3144382303e-01          1089253784   -2.0066278023e+01          1089251427    2.0042891680e+01          1857088292   -5.5293792672e-05          1857214316    5.9431790907e-05          1857216104   -4.8765441250e-05          1089396013    4.7156240912e-05          1857195157   -3.5059208309e-05          1857211959    3.2022753081e-05         -1448453164   -1.9550808734e+01          1857084092    1.9520179769e+01          1089256227   -1.7554727068e-02          1089359362    7.5725819180e-03          1857183174   -2.8382637523e-02          1857187357    2.9106324770e-02          1089349145   -9.7191295423e-05         -1448547716    9.2332353052e-05          1857332136   -2.8179142228e-02          1089349143    1.7649885869e-02          1857189712    4.4404222881e+05    8.2376665309e-03    0.0000000000e+00    0.0000000000e+00   -2.8634360746e-06    3.4788415802e-09    0.0000000000e+00    0.0000000000e+00
    2.8736566844e+02    9.3572327762e-03    4.1942556235e+03    4.4823675160e+05    4.4404249597e+05    2.2341018391e+01    0.0000000000e+00    0.0000000000e+00    4.4821441058e+05    1.1078948622e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404247179e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    4.0447998090e-02    0.0000000000e+00    8.2407418541e+02    1.0687510000e+06   -1.0000000000e+00    2.2300570393e+01    0.0000000000e+00    4.1240952724e+02    2.2578867363e+05    1.9303743976e-06    2.3841906656e-06    2.3114782514e-06    2.2201332741e+05   -7.2953284947e-01          1857092534    7.2941359831e-01          1089260384   -2.0087752066e+01          1089258027    2.0065346913e+01          1857094892   -5.7616170593e-05          1089381577    6.1386837412e-05          1089382826   -5.1834941114e-05          1857213113    4.5930251621e-05          1089367168   -3.5499582335e-05          1857212550    3.5329382593e-05          1857202350   -1.9674950914e+01          1857090692    1.9626982321e+01          1089263427   -1.8158867270e-02          1089356352    1.0899509535e-02          1857179581   -3.4421308849e-02          1857183175    3.6546995159e-02          1089355751   -9.5020926579e-05         -1448547716    9.5314595315e-05          1857332136   -3.3801543110e-02          1857184375    1.7670977680e-02          1857189712    4.4404247179e+05    1.3863594143e-02    0.0000000000e+00    0.0000000000e+00   -2.9218802060e-06    3.3718588673e-09    0.0000000000e+00    0.0000000000e+00
    2.9171969372e+02    9.3571830137e-03    4.1942347106e+03    4.4823690041e+05    4.4404266570e+05    2.6480714879e+01    0.0000000000e+00    0.0000000000e+00    4.4821041969e+05    1.1117979602e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404264152e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    5.4672705523e-02    0.0000000000e+00    8.2407264329e+02    1.0687490000e+06   -1.0000000000e+00    2.6426042174e+01    0.0000000000e+00    4.1312227424e+02    2.2578335296e+05    1.9496645898e-06    2.4341965936e-06    2.2873718287e-06    2.2201394445e+05   -7.2670993609e-01          1857099133    7.2642902379e-01          1089266985   -2.0091120650e+01          1089264627    2.0070200909e+01          1857101492   -6.3434387884e-05          1857217340    8.0344863271e-05          1089396007   -4.8123323761e-05          1857205354    5.4746672358e-05          1857197579   -3.2885764217e-05         -1448750914    3.3060023584e-05          1857231289   -1.9785425719e+01          1857097292    1.9734663248e+01          1089270027   -1.8740565476e-02          1089362960    1.1380715639e-02          1089350335   -4.0060410648e-02          1857189771    3.9781191441e-02          1089353341   -9.1565134176e-05         -1448547716    9.7817271954e-05          1857332136   -4.6989065354e-02          1089353341    1.7583169537e-02          1857183157    4.4404264152e+05    9.3190784526e-03    0.0000000000e+00    0.0000000000e+00   -2.9724619060e-06    3.4969866533e-09    0.0000000000e+00    0.0000000000e+00
    2.9607371900e+02    9.3570559437e-03    4.1941777518e+03    4.4823690026e+05    4.4404272251e+05    3.0746594565e+01    0.0000000000e+00    0.0000000000e+00    4.4820615367e+05    1.1134454262e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404269833e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    7.9698687067e-02    0.0000000000e+00    8.2407187222e+02    1.0687480000e+06   -1.0000000000e+00    3.0666895878e+01    0.0000000000e+00    4.1392012799e+02    2.2577555424e+05    1.9903303763e-06    2.5240904126e-06    2.3057961709e-06    2.2201667930e+05   -7.2568332169e-01          1857106334    7.2491031260e-01          1089274184   -2.0073450060e+01          1089271227    2.0057127604e+01          1857108092   -7.8046220113e-05          1857221506    6.7200245127e-05          1089370787   -5.1913726027e-05          1857214356    5.9979085831e-05          1089384609   -3.9073033895e-05          1857210151    3.4506620235e-05          1857203577   -1.9879912095e+01          1089271827    1.9828311542e+01          1089276627   -1.8427375597e-02          1089360547    1.5324033790e-02          1089355740   -4.9422395721e-02          1857187379    4.5915139630e-02          1089350936   -8.9827889563e-05         -1448808942    9.8889072731e-05          1857332136   -4.9459158542e-02          1857187379    1.7755914932e-02          1089348535    4.4404269833e+05    3.4758084372e-04    0.0000000000e+00    0.0000000000e+00   -3.0268779946e-06    3.9775261562e-09    0.0000000000e+00    0.0000000000e+00
    3.0042774428e+02    9.3577881822e-03    4.1945093877e+03    4.4823726569e+05    4.4404275630e+05    3.5264383320e+01    0.0000000000e+00    0.0000000000e+00    4.4820200130e+05    1.1156709092e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404273212e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    1.0310170126e-01    0.0000000000e+00    8.2407110116e+02    1.0687470000e+06   -1.0000000000e+00    3.5161281619e+01    0.0000000000e+00    4.1485493176e+02    2.2578654490e+05    2.0902621798e-06    2.5560069506e-06    2.2939919344e-06    2.2200060146e+05   -7.3143150941e-01          1857112934    7.2923575247e-01          1089280784   -2.0041817919e+01          1089277827    2.0024544943e+01          1857114692   -6.2317863759e-05          1857231125    6.3868321419e-05          1857241903   -4.9212692266e-05          1089402581    6.4491761228e-05          1857205985   -4.1729138419e-05          1857219771    3.5589971001e-05          1857201761   -1.9956515273e+01          1089278427    1.9903213120e+01          1089283227   -1.9921321251e-02          1089367146    2.2411300814e-02          1089353933   -5.6703599349e-02          1857184385    5.9672130711e-02          1089356337   -9.0627017641e-05         -1448808942    9.7597147832e-05          1857332136   -6.4565033431e-02          1089356937    1.7727025672e-02          1089348535    4.4404273212e+05    2.5080638871e-03    0.0000000000e+00    0.0000000000e+00   -3.0752996750e-06    3.2859207815e-09    0.0000000000e+00    0.0000000000e+00
    3.0478176956e+02    9.3576344369e-03    4.1944399786e+03    4.4823721282e+05    4.4404277284e+05    4.0063040369e+01    0.0000000000e+00    0.0000000000e+00    4.4819714978e+05    1.1267569470e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    4.4404274866e+05    0.0000000000e+00    0.0000000000e+00    8.2442039263e+02    1.0692000000e+06    1.0000000000e+00    1.3937710357e-01    0.0000000000e+00    8.2406878797e+02    1.0687440000e+06   -1.0000000000e+00    3.9923663266e+01    0.0000000000e+00    4.1589443022e+02    2.2577476325e+05    2.1746936926e-06    2.6716960419e-06    2.3084728840e-06    2.2200649209e+05   -7.3711955647e-01          1857119534    7.3245866623e-01          1857114734   -1.9993615530e+01          1857116492    1.9976278433e+01          1857121292   -7.1180597404e-05          1857223334    8.9780120306e-05          1089379762   -5.8377739136e-05          1857217967    5.7208268801e-05          1857213095   -3.8339444223e-05         -1448444079    3.3702537631e-05          1857219160   -2.0010869819e+01          1089285027    1.9962052507e+01          1089289827   -1.9509422935e-02          1857200567    2.4126817509e-02          1089356935   -7.6004829633e-02          1857190384    5.8494944076e-02          1089362339   -9.0580719504e-05          1947565462    9.5933299352e-05         -1448594732   -8.0417442590e-02          1857190384    1.7728058211e-02          1857183157    4.4404274866e+05    4.1656890092e-04    0.0000000000e+00    0.0000000000e+00   -3.1258533789e-06    3.1632039058e-09    0.0000000000e+00    0.0000000000e+00
