#[0]step() [1]time(s) [2]total_x(kg*m/s) [3]total_y(kg*m/s) [4]total_z(kg*m/s) [5]ele_x(kg*m/s) [6]ele_y(kg*m/s) [7]ele_z(kg*m/s) [8]ion_x(kg*m/s) [9]ion_y(kg*m/s) [10]ion_z(kg*m/s) [11]total_mean_x(kg*m/s) [12]total_mean_y(kg*m/s) [13]total_mean_z(kg*m/s) [14]ele_mean_x(kg*m/s) [15]ele_mean_y(kg*m/s) [16]ele_mean_z(kg*m/s) [17]ion_mean_x(kg*m/s) [18]ion_mean_y(kg*m/s) [19]ion_mean_z(kg*m/s)
2448 2.82925305001788e-13 5.13860321915940e-06 5.38879808761120e-11 -1.03468045067762e-07 1.48844394900609e-06 -2.65623511936304e-11 -1.50684718116634e-07 3.65015927015331e-06 8.04503320697425e-11 4.72166730488720e-08 1.10330070545069e-22 1.15701961759277e-27 -2.22154469310320e-24 6.39162507367467e-23 -1.14063139574943e-27 -6.47065160348835e-24 1.56743890353391e-22 3.45467063093496e-27 2.02756221728195e-24
2456 2.83849897501794e-13 5.12570829771753e-06 5.36050398127234e-11 -1.05632208590980e-07 1.50688033579175e-06 -2.25291824588113e-11 -1.27472059700544e-07 3.61882796192578e-06 7.61342222715347e-11 2.18398511095641e-08 1.10053205893007e-22 1.15094463842968e-27 -2.26801107783931e-24 6.47079397494628e-23 -9.67440444024005e-28 -5.47386156878130e-24 1.55398472036552e-22 3.26932972088336e-27 9.37839413102683e-25
2464 2.84774490001799e-13 5.08448828254100e-06 5.42326165632335e-11 -1.13477593642825e-07 1.50184313454001e-06 -1.63562187563036e-11 -2.26752233416304e-07 3.58264514800099e-06 7.05888353195371e-11 1.13274639773479e-07 1.09168177999564e-22 1.16441923146657e-27 -2.43645799800547e-24 6.44916339769594e-23 -7.02363148999371e-28 -9.73711681641194e-24 1.53844722022168e-22 3.03120161193251e-27 4.86420082040101e-24
2472 2.85699082501805e-13 5.06645591454775e-06 5.40695068339955e-11 -1.46074398119465e-07 1.52550852671549e-06 -1.01882740947397e-11 -1.79539379387988e-07 3.54094738783227e-06 6.42577809287351e-11 3.34649812685228e-08 1.08781008111573e-22 1.16091713037686e-27 -3.13633840987346e-24 6.55078651498438e-23 -4.37501379913512e-28 -7.70971859420388e-24 1.52054151073303e-22 2.75933564066722e-27 1.43704177445696e-24
2480 2.86623675001811e-13 5.03531027498945e-06 5.41887964978234e-11 -1.58939502391014e-07 1.54153623320361e-06 -3.36561393824252e-12 -1.81384875440106e-07 3.49377404178584e-06 5.75544104360659e-11 2.24453730490922e-08 1.08112285413384e-22 1.16347837833941e-27 -3.41256286257247e-24 6.61961214374348e-23 -1.44525042077294e-28 -7.78896725417501e-24 1.50028449389334e-22 2.47148179875611e-27 9.63841529030076e-25
2488 2.87548267501816e-13 4.98938766397915e-06 5.52741255344782e-11 -9.15337414079745e-08 1.54869006890726e-06 4.56971352339440e-12 -2.02359308635102e-07 3.44069759507189e-06 5.07044120110838e-11 1.10825567227127e-07 1.07126288889370e-22 1.18678129239439e-27 -1.96530530108685e-24 6.65033190022938e-23 1.96231074439460e-28 -8.68964418732234e-24 1.47749258776446e-22 2.17733151034932e-27 4.75903358514863e-24
2496 2.88472860001822e-13 4.94329849649827e-06 5.62197855410111e-11 -1.56114007387023e-07 1.56211912309422e-06 1.20980345545399e-11 -1.66354772160753e-07 3.38117937340405e-06 4.41217509864712e-11 1.02407647737306e-08 1.06136716259872e-22 1.20708539659987e-27 -3.35189714276115e-24 6.70799848519846e-23 5.19509660089076e-28 -7.14354970221158e-24 1.45193447667760e-22 1.89466113311067e-27 4.39755416689279e-25
2504 2.89397452501828e-13 4.90122084859384e-06 5.70533641708168e-11 -1.15842257107873e-07 1.58527256132729e-06 1.88477855652828e-11 -1.35710150490763e-07 3.31594828726654e-06 3.82055786055340e-11 1.98678933828902e-08 1.05233274280862e-22 1.22498302074186e-27 -2.48722928268869e-24 6.80742318738570e-23 8.09355158336650e-28 -5.82761884455330e-24 1.42392316687867e-22 1.64061088314707e-27 8.53160279175930e-25
2512 2.90322045001833e-13 4.84904564558793e-06 5.87418632211779e-11 -3.45347227870857e-08 1.60471844861377e-06 2.55664654982298e-11 -1.33725450182831e-07 3.24432719697417e-06 3.31753977229481e-11 9.91907273957450e-08 1.04113029423878e-22 1.26123649496361e-27 -7.41489124349409e-25 6.89092705116441e-23 1.09786641299353e-27 -5.74239252306245e-24 1.39316788336111e-22 1.42460657693370e-27 4.25941427436364e-24
2520 2.91246637501839e-13 4.79093711877763e-06 5.93566574318632e-11 -1.23136082276618e-07 1.62484236914896e-06 2.99661614003278e-11 -1.06978482797373e-07 3.16609474962868e-06 2.93904960315354e-11 -1.61575994792451e-08 1.02865391186633e-22 1.27443663627491e-27 -2.64383375497225e-24 6.97734250211858e-23 1.28679664891656e-27 -4.59383340197626e-24 1.35957357352081e-22 1.26207662363327e-27 -6.93834107968233e-25
2528 2.92171230001845e-13 4.73329797452917e-06 5.84858162816652e-11 -5.54690851697962e-08 1.65175857651350e-06 3.11760123250440e-11 -7.35823269081693e-08 3.08153939801567e-06 2.73098039566212e-11 1.81132417383731e-08 1.01627830982067e-22 1.25573895493290e-27 -1.19096723736829e-24 7.09292515875429e-23 1.33874965333429e-27 -3.15974710340709e-24 1.32326410376591e-22 1.17272825653152e-27 7.77812628670522e-25
2536 2.93095822501850e-13 4.68283112611547e-06 5.72256223692887e-11 2.06404569199852e-08 1.69186226903877e-06 3.02606238462935e-11 -6.16118687107583e-08 2.99096885707670e-06 2.69649985229952e-11 8.22523256307435e-08 1.00544265914246e-22 1.22868154704926e-27 4.43167719113551e-25 7.26513706291273e-23 1.29944135451093e-27 -2.64571578359128e-24 1.28437161199365e-22 1.15792173958760e-27 3.53205122181838e-24
2544 2.94020415001856e-13 4.65344469421552e-06 5.62728731581221e-11 -9.06568473740524e-08 1.75933403483624e-06 2.79722591672233e-11 -5.06856501315016e-08 2.89411065937928e-06 2.83006139908988e-11 -3.99711972425508e-08 9.99133148627035e-23 1.20822523174400e-27 -1.94647765931399e-24 7.55487201082538e-23 1.20117518150372e-27 -2.17652584413632e-24 1.24277909617153e-22 1.21527528198428e-27 -1.71642947449167e-24
2552 2.94945007501862e-13 4.62212852327952e-06 5.58509897899141e-11 -2.53514716274394e-08 1.82974090232691e-06 2.44902137473748e-11 -4.54747568210052e-08 2.79238762095262e-06 3.13607760425393e-11 2.01232851935657e-08 9.92409307144806e-23 1.19916704612604e-27 -5.44317109880739e-25 7.85721077199455e-23 1.05165037858428e-27 -1.95276144668049e-24 1.19909753709016e-22 1.34668371366781e-27 8.64127226919008e-25
2560 2.95869600001867e-13 4.59360096938075e-06 5.38902665061597e-11 -1.36166933070198e-08 1.90901890511887e-06 1.80118572086130e-11 -7.83630231973116e-08 2.68458206426188e-06 3.58784092975467e-11 6.47463298902918e-08 9.86284204855542e-23 1.15706869196447e-27 -2.92361692288789e-25 8.19764365881863e-23 7.73459008885714e-28 -3.36503812757840e-24 1.15280404382922e-22 1.54067837504322e-27 2.78031474300083e-24
2568 2.96794192501873e-13 4.57179043054148e-06 5.28293921454559e-11 -1.52432374213243e-07 1.99920861768622e-06 1.11601011575328e-11 -9.77389364458996e-08 2.57258181285526e-06 4.16692909879231e-11 -5.46934377673438e-08 9.81601301377431e-23 1.13429084007283e-27 -3.27284942678463e-24 8.58493323637910e-23 4.79233245100453e-28 -4.19707196417479e-24 1.10470927911695e-22 1.78934843504521e-27 -2.34862688939447e-24
2576 2.97718785001879e-13 4.54217102388931e-06 5.20444803580131e-11 -7.83373979064154e-08 2.08508565154991e-06 3.81520640948417e-12 -1.06226355845105e-07 2.45708537233940e-06 4.82292739485289e-11 2.78889579386896e-08 9.75241769251556e-23 1.11743813337671e-27 -1.68196886755265e-24 8.95370345662319e-23 1.63831288134072e-28 -4.56153582375766e-24 1.05511319284079e-22 2.07104497861935e-27 1.19759808865236e-24
2584 2.98643377501884e-13 4.52013723505796e-06 5.05865053375962e-11 -7.16159402550882e-08 2.18305025256955e-06 -4.68417683905236e-12 -1.20277377254347e-07 2.33708698248842e-06 5.52706821766485e-11 4.86614369992587e-08 9.70510932149611e-23 1.08613420116109e-27 -1.53765360030811e-24 9.37437969413133e-23 -2.01146318972947e-28 -5.16490997708080e-24 1.00358389488609e-22 2.37341472129512e-27 2.08960277646457e-24
2592 2.99567970001890e-13 4.50031586688812e-06 5.04416808614339e-11 -1.69730706830110e-07 2.28564473893016e-06 -1.16441670192428e-11 -1.09374851648640e-07 2.21467112795797e-06 6.20858478806767e-11 -6.03558551814694e-08 9.66255120102624e-23 1.08302469961171e-27 -3.64425896679639e-24 9.81493742684348e-23 -5.00019835694489e-28 -4.69673745318868e-24 9.51016497520900e-23 2.66606923491790e-27 -2.59178048040409e-24
2600 3.00492562501896e-13 4.46689809888222e-06 5.06858485705184e-11 -5.36906672263512e-08 2.37689922094861e-06 -1.77459605780663e-11 -9.14723391993271e-08 2.08999887793361e-06 6.84318091485847e-11 3.77816719729759e-08 9.59080048309178e-23 1.08826718271834e-27 -1.15278312997752e-24 1.02067993009462e-22 -7.62040966762307e-28 -3.92797388954081e-24 8.97480166523740e-23 2.93857533219898e-27 1.62240762958576e-24
2608 3.01417155001901e-13 4.43366131297139e-06 5.14661086355230e-11 -6.40030826979106e-08 2.46929965414711e-06 -2.25587322708310e-11 -9.72807216173270e-08 1.96436165882428e-06 7.40248409063539e-11 3.32776389194164e-08 9.51943834871720e-23 1.10502001307786e-27 -1.37419923819639e-24 1.06035820793936e-22 -9.68709361940287e-28 -4.17739545979993e-24 8.43529461804079e-23 3.17874938809600e-27 1.42899698340716e-24
2616 3.02341747501907e-13 4.38830397894628e-06 5.20182212935693e-11 -1.46533289290912e-07 2.54997919824552e-06 -2.64376668490209e-11 -8.78308123366991e-08 1.83832478070076e-06 7.84558881425901e-11 -5.87024769542134e-08 9.42205239285923e-23 1.11687432949675e-27 -3.14619118370304e-24 1.09500334169373e-22 -1.13527724328817e-27 -3.77160068907750e-24 7.89407136878113e-23 3.36902590228167e-27 -2.52078167832858e-24
2624 3.03266340001913e-13 4.33517955891126e-06 5.30363766070211e-11 -3.87438651189880e-08 2.62213170482933e-06 -2.84349062206747e-11 -8.60151910375632e-08 1.71304785408193e-06 8.14712828276958e-11 4.72713259185753e-08 9.30798985951796e-23 1.13873496803373e-27 -8.31862899207431e-25 1.12598682417673e-22 -1.22104201296268e-27 -3.69363490052628e-24 7.35611147726858e-23 3.49851194903014e-27 2.02990910211142e-24
2632 3.04190932501918e-13 4.28313697318518e-06 5.32698294942178e-11 -6.07533167885391e-08 2.69425544379684e-06 -2.97569653914830e-11 -8.02146388662287e-08 1.58888152938834e-06 8.30267948857008e-11 1.94613220776897e-08 9.19625011411210e-23 1.14374739503282e-27 -1.30442407036497e-24 1.15695795336838e-22 -1.27781342548824e-27 -3.44454957404008e-24 6.82292069454040e-23 3.56530821555389e-27 8.35701433310141e-25
2640 3.05115525001924e-13 4.22778486695712e-06 5.39675526656813e-11 -1.44933036547883e-07 2.76163032739631e-06 -2.88793248581687e-11 -9.41610529991594e-08 1.46615453956080e-06 8.28468775238501e-11 -5.07719835487233e-08 9.07740455385964e-23 1.15872808987252e-27 -3.11183243084777e-24 1.18588984533770e-22 -1.24012608602107e-27 -4.04343171749878e-24 6.29591065434229e-23 3.55758226576611e-27 -2.18023314419675e-24
2648 3.06040117501930e-13 4.18284178090027e-06 5.42531059425990e-11 -3.00636624897831e-08 2.83716170722257e-06 -2.69830909239063e-11 -8.45925857327194e-08 1.34568007367770e-06 8.12361968665053e-11 5.45289232429363e-08 8.98090802272689e-23 1.16485915542536e-27 -6.45491753668327e-25 1.21832427200651e-22 -1.15869865727659e-27 -3.63254587031823e-24 5.77857332538866e-23 3.48841696812731e-27 2.34156236298158e-24
2656 3.06964710001936e-13 4.14164889442475e-06 5.48468388847561e-11 -8.36000024766801e-08 2.91310755526338e-06 -2.35201770356395e-11 -9.11992715310802e-08 1.22854133916137e-06 7.83670159203956e-11 7.59926905440004e-09 8.89246348095231e-23 1.17760709384350e-27 -1.79496134989167e-24 1.25093667819777e-22 -1.00999539403983e-27 -3.91624791117029e-24 5.27556017992688e-23 3.36520958172683e-27 3.26325211386946e-25
2664 3.07889302501941e-13 4.09385132002342e-06 5.57004962057675e-11 -1.27824729433031e-07 2.97783019454915e-06 -1.85365841641057e-11 -8.90011142715636e-08 1.11602112547427e-06 7.42370803698732e-11 -3.88236151614669e-08 8.78983812673311e-23 1.19593582412907e-27 -2.74450289587793e-24 1.27872965248945e-22 -7.95991654255394e-28 -3.82185539430603e-24 4.79237972857170e-23 3.18786330251353e-27 -1.66715039744982e-24
2672 3.08813895001947e-13 4.04660207257728e-06 5.64578093613590e-11 -2.94987584115999e-08 3.03952598824677e-06 -1.22812762555033e-11 -8.64665118017371e-08 1.00707608433051e-06 6.87390856168623e-11 5.69677533901371e-08 8.68839007593796e-23 1.21219596532261e-27 -6.33362794856181e-25 1.30522284910604e-22 -5.27378362509497e-28 -3.71301536234676e-24 4.32455166081547e-23 2.95177029315471e-27 2.44628977263440e-24
2680 3.09738487501953e-13 4.00709819108025e-06 5.74163199248478e-11 -8.50398866173958e-08 3.10362630212470e-06 -4.91814155864221e-12 -8.10431645532849e-08 9.03471888955555e-07 6.23344614834900e-11 -3.99672206411097e-09 8.60357196785518e-23 1.23277598163786e-27 -1.82587685592443e-24 1.33274858655059e-22 -2.11193151902627e-28 -3.48012784058554e-24 3.87965807020451e-23 2.67674511517835e-27 -1.71625871263332e-25
2688 3.10663080001958e-13 3.98086606604621e-06 5.72697526976220e-11 -1.09229217893109e-07 3.17487247100779e-06 1.81327864894538e-12 -8.22639767337851e-08 8.05993595038416e-07 5.54564740486766e-11 -2.69652411593243e-08 8.54724942100507e-23 1.22962906177856e-27 -2.34524184914610e-24 1.36334287259949e-22 7.78651912683530e-29 -3.53255153949837e-24 3.46107011601526e-23 2.38139293228878e-27 -1.15793215879382e-24
2696 3.11587672501964e-13 3.96583824732470e-06 5.68844239985019e-11 -3.28307452421576e-08 3.25072623971249e-06 8.39932542843033e-12 -8.58680764824972e-08 7.15112007612212e-07 4.84850985700716e-11 5.30373312403396e-08 8.51498344854194e-23 1.22135573520638e-27 -7.04903314019052e-25 1.39591573839731e-22 3.60680958434188e-28 -3.68731755764286e-24 3.07080951311076e-23 2.08203051197858e-27 2.27751092960476e-24
2704 3.12512265001970e-13 3.95222553021286e-06 5.59133693167222e-11 -1.03096629227343e-07 3.32049919474918e-06 1.40624414134600e-11 -8.86067605988839e-08 6.31726335463680e-07 4.18509279032622e-11 -1.44898686284588e-08 8.48575581653372e-23 1.20050638627351e-27 -2.21357008713980e-24 1.42587740199739e-22 6.03864547236535e-28 -3.80492119383528e-24 2.71273761309352e-23 1.79714822531048e-27 -6.22218980444322e-25
2712 3.13436857501975e-13 3.94252410124068e-06 5.47714743074479e-11 -1.04663533225960e-07 3.38675495811321e-06 1.88059294007483e-11 -8.78009445584409e-08 5.55769143127472e-07 3.59655449066996e-11 -1.68625886675191e-08 8.46492604437116e-23 1.17598895389839e-27 -2.24721281480949e-24 1.45432872518465e-22 8.07557785241711e-28 -3.77031811716380e-24 2.38656483689579e-23 1.54442012255507e-27 -7.24107512455184e-25
2720 3.14361450001981e-13 3.93034436425185e-06 5.36659374233251e-11 -4.11175067733123e-08 3.44194079213341e-06 2.26797280155406e-11 -8.45617467074456e-08 4.88403572118439e-07 3.09862094077846e-11 4.34442399341333e-08 8.43877513946790e-23 1.15225216060782e-27 -8.82826953056516e-25 1.47802643719260e-22 9.73905119806818e-28 -3.63122159144754e-24 2.09728590700980e-23 1.33059920140882e-27 1.86556768533451e-24
2728 3.15286042501987e-13 3.91683792671051e-06 5.34673120719333e-11 -1.01305324292894e-07 3.48648086473828e-06 2.64556270116741e-11 -7.78007165168624e-08 4.30357061972231e-07 2.70116850602592e-11 -2.35046077760317e-08 8.40977569850713e-23 1.14798750967128e-27 -2.17510928537006e-24 1.49715268276165e-22 1.13604848244715e-27 -3.34089174651882e-24 1.84802456939776e-23 1.15992653689541e-27 -1.00932682422130e-24
2736 3.16210635001992e-13 3.91346179762230e-06 5.40528011333271e-11 -8.55839083420215e-08 3.53094800359043e-06 2.97061183150377e-11 -7.59887777833314e-08 3.82513794031865e-07 2.43466828182894e-11 -9.59513055869012e-09 8.40252686950466e-23 1.16055844513602e-27 -1.83755745329615e-24 1.51624760936818e-22 1.27562996773058e-27 -3.26308409343969e-24 1.64257764532757e-23 1.04548692254146e-27 -4.12030813152607e-25
2744 3.17135227501998e-13 3.90519824057312e-06 5.44420536333298e-11 -4.02159538295631e-08 3.55931145899852e-06 3.11050317648034e-11 -6.97886842282431e-08 3.45886781574608e-07 2.33370218685265e-11 2.95727303986801e-08 8.38478432754717e-23 1.16891601896562e-27 -8.63469864049702e-25 1.52842734733435e-22 1.33570163040483e-27 -2.99684179756894e-24 1.48529518175081e-23 1.00213040752640e-27 1.26990206946954e-24
2752 3.18059820002004e-13 3.89720549316203e-06 5.49815211482895e-11 -9.08318660377127e-08 3.57759536118031e-06 3.09672721180655e-11 -6.10043938897802e-08 3.19610131981723e-07 2.40142490302241e-11 -2.98274721479325e-08 8.36762323633027e-23 1.18049883368078e-27 -1.95023545509717e-24 1.53627875804470e-22 1.32978600279374e-27 -2.61962980769690e-24 1.37245889221354e-23 1.03121166456783e-27 -1.28084110249743e-24
2760 3.18984412502009e-13 3.88442136891335e-06 5.59595322591551e-11 -6.11410684940397e-08 3.57943726898920e-06 2.94967588314602e-11 -5.67671670555833e-08 3.04984099924149e-07 2.64627734276949e-11 -4.37390143845644e-09 8.34017466188197e-23 1.20149754291238e-27 -1.31274942089259e-24 1.53706970379328e-22 1.26663972442623e-27 -2.43767626289339e-24 1.30965228583110e-23 1.13635536139853e-27 -1.87822578891786e-25
2768 3.19909005002015e-13 3.87730352662781e-06 5.68145347750728e-11 -4.53930157886512e-08 3.57540350903786e-06 2.62524433913781e-11 -6.05374370731827e-08 3.01900017589958e-07 3.05620913836948e-11 1.51444212845316e-08 8.32489206449122e-23 1.21985515564762e-27 -9.74625675619800e-25 1.53533754039785e-22 1.12732344095055e-27 -2.59957790786366e-24 1.29640872500393e-23 1.31238687034469e-27 6.50326556624056e-25
2776 3.20833597502021e-13 3.86406495372607e-06 5.71059130589500e-11 -9.87097963350464e-08 3.55396968200411e-06 2.12451262104567e-11 -6.77327856420750e-08 3.10095271721956e-07 3.58607868484933e-11 -3.09770106929715e-08 8.29646775111517e-23 1.22611128892828e-27 -2.11938114866098e-24 1.52613349973611e-22 9.12300939990467e-28 -2.90855810397699e-24 1.33160050486920e-23 1.53992163786609e-27 -1.33020419334497e-24
2784 3.21758190002026e-13 3.84843531390501e-06 5.73789111572249e-11 -6.33970621581202e-08 3.51856262134760e-06 1.47678993664915e-11 -6.33425900127027e-08 3.29872692557410e-07 4.26110117907334e-11 -5.44721454174781e-11 8.26290961886588e-23 1.23197278438857e-27 -1.36118747487177e-24 1.51092912090623e-22 6.34158081259295e-28 -2.72003582551451e-24 1.41652802866942e-23 1.82978748751784e-27 -2.33912422902921e-27
2792 3.22682782502032e-13 3.83149477639635e-06 5.70524832681150e-11 -5.04466834137537e-08 3.47294865349706e-06 6.88507856172037e-12 -5.31482538079432e-08 3.58546122899291e-07 5.01674047063947e-11 2.70157039418951e-09 8.22653688061995e-23 1.22496410703066e-27 -1.08313210855667e-24 1.49134172691548e-22 2.95656687634744e-28 -2.28227412854688e-24 1.53965649208506e-23 2.15427152642659e-27 1.16009911433542e-25
2800 3.23607375002038e-13 3.81744755585315e-06 5.72441983542061e-11 -7.75259962324638e-08 3.42091213587371e-06 -9.95385876376142e-13 -5.02809312976565e-08 3.96535419979443e-07 5.82395842305823e-11 -2.72450649348073e-08 8.19637633372825e-23 1.22908038884322e-27 -1.66454740103551e-24 1.46899638357822e-22 -4.27435196983783e-29 -2.15914654646159e-24 1.70278883167427e-23 2.50090429738483e-27 -1.16994825560943e-24
2808 3.24531967502043e-13 3.81178730260065e-06 5.63497563271168e-11 -5.65779337161073e-08 3.36835984405254e-06 -1.02478618962298e-11 -5.89243462943897e-08 4.43427458548110e-07 6.65976182233466e-11 2.34641257828249e-09 8.18422330081216e-23 1.20987597711139e-27 -1.21477513479110e-24 1.44642955824983e-22 -4.40060178895118e-28 -2.53030911561433e-24 1.90415101912604e-23 2.85981213311791e-27 1.00758846032130e-25
2816 3.25456560002049e-13 3.80441869837332e-06 5.50185863323649e-11 -6.22112377081714e-08 3.30702307795387e-06 -1.95978070029926e-11 -5.33747953823397e-08 4.97395620419450e-07 7.46163933353574e-11 -8.83644232583174e-09 8.16840229674653e-23 1.18129465390651e-27 -1.33572684099190e-24 1.42009053403624e-22 -8.41562322269561e-28 -2.29200219931574e-24 2.13589925313064e-23 3.20415163008258e-27 -3.79451482668059e-25
2824 3.26381152502055e-13 3.64741025946894e-06 5.41082119310014e-11 -6.19439803393832e-08 3.08963613278414e-06 -2.78156171763178e-11 -4.15066478399350e-08 5.57774126684800e-07 8.19238291073192e-11 -2.04373324994482e-08 7.83129216386251e-23 1.16174816089254e-27 -1.32998860375223e-24 1.32674097590446e-22 -1.19444871473062e-27 -1.78236426863816e-24 2.39517456868036e-23 3.51794503651570e-27 -8.77612938866298e-25
2832 3.27305745002061e-13 2.50965966375141e-06 5.43224550146080e-11 -6.90527167265127e-08 1.88703278503168e-06 -3.38033549154834e-11 -7.14902617748751e-08 6.22626878719725e-07 8.81258099300915e-11 2.43754504836235e-09 5.38844732579104e-23 1.16634813748540e-27 -1.48261906647291e-24 8.10323161426974e-23 -1.45157209981875e-27 -3.06991035832406e-24 2.67366303731234e-23 3.78426837478954e-27 1.04672225378240e-25
2840 3.28230337502066e-13 4.12168746914324e-07 5.43521324202863e-11 8.52210054988747e-08 -2.76921124429302e-07 -3.87301420152471e-11 1.05818268205741e-07 6.89089871343626e-07 9.30822744355334e-11 -2.05972627068661e-08 8.84960464625424e-24 1.16698533598515e-27 1.82976562844069e-24 -1.18914521673081e-23 -1.66313650558985e-27 4.54401186398908e-24 2.95906614598166e-23 3.99710717756015e-27 -8.84480607107703e-25
2848 3.29154930002072e-13 -1.02087689688063e-06 5.41578129165348e-11 -7.79226832725395e-08 -1.77558134464034e-06 -4.22858562426668e-11 -5.96506746474118e-08 7.54704447759715e-07 9.64436691592016e-11 -1.82720086251277e-08 -2.19190731891333e-23 1.16281313516660e-27 -1.67306460060303e-24 -7.62464065262948e-23 -1.81582476923574e-27 -2.56149885921198e-24 3.24082601480282e-23 4.14145103956894e-27 -7.84630341994076e-25
2856 3.30079522502078e-13 -1.34296400320844e-06 5.44836990260047e-11 -9.18507740208160e-09 -2.15831263396284e-06 -4.38758124789479e-11 -1.08640138189725e-08 8.15348630754396e-07 9.83595115049526e-11 1.67893641689093e-09 -2.88345503425956e-23 1.16981018006655e-27 -1.97211225407545e-25 -9.26815225879173e-23 -1.88410012587678e-27 -4.66518763924303e-25 3.50124219027261e-23 4.22372048600988e-27 7.20963131092126e-26
2864 3.31004115002083e-13 -1.58648224913597e-06 5.38023458517831e-11 -2.31874462841749e-09 -2.45495160210964e-06 -4.45744430668916e-11 1.80015762542532e-08 8.68469352973670e-07 9.83767889186747e-11 -2.03203208826706e-08 -3.40630889369007e-23 1.15518096263686e-27 -4.97853691982762e-26 -1.05419691653015e-22 -1.91410048152416e-27 7.73017527661569e-25 3.72935137792133e-23 4.22446240679788e-27 -8.72588266058121e-25
2872 3.31928707502089e-13 -1.82992638010436e-06 5.28135646705650e-11 -4.06551921514081e-08 -2.74334792995494e-06 -4.37413065192080e-11 -1.97243896416696e-08 9.13421549850576e-07 9.65548711897730e-11 -2.09308025097385e-08 -3.92900362215988e-23 1.13395101106740e-27 -8.72900674907907e-25 -1.17803908078783e-22 -1.87832421697940e-27 -8.46997990625098e-25 3.92238356355858e-23 4.14622623911420e-27 -8.98803359190717e-25
2880 3.32853300002095e-13 -1.87528267235557e-06 5.31432051450977e-11 -1.61303587049612e-08 -2.82258852086103e-06 -3.98735799036976e-11 -7.60792109513232e-09 9.47305848505468e-07 9.30167850487953e-11 -8.52243760982891e-09 -4.02638734124291e-23 1.14102866529727e-27 -3.46332171980145e-25 -1.21206630418623e-22 -1.71223762412971e-27 -3.26696744359483e-25 4.06788835937646e-23 3.99429495472425e-27 -3.65967599600807e-25
2888 3.33777892502100e-13 -1.99800993345725e-06 5.34864274989923e-11 -1.44884836174916e-08 -2.96824693866408e-06 -3.43431903635909e-11 1.29679324328485e-08 9.70237005206834e-07 8.78296178625833e-11 -2.74564160503402e-08 -4.28989294379004e-23 1.14839793373517e-27 -3.11079752888650e-25 -1.27461444353964e-22 -1.47475352890841e-27 5.56864517114405e-25 4.16635854781633e-23 3.77154939637875e-27 -1.17902402289171e-24
2896 3.34702485002106e-13 -2.04090573000887e-06 5.45475957605824e-11 -3.23022276372418e-08 -3.02194115208000e-06 -2.68379243393360e-11 -3.39601927846710e-09 9.81035422071138e-07 8.13855200999184e-11 -2.89062083587747e-08 -4.38199377465359e-23 1.17118209592245e-27 -6.93555602948998e-25 -1.29767162893178e-22 -1.15246496347564e-27 -1.45830697793001e-25 4.21272874001064e-23 3.49482915532054e-27 -1.24128050810500e-24
2904 3.35627077502112e-13 -2.05303195501512e-06 5.61441149990435e-11 -1.38175345008298e-08 -3.03051927046427e-06 -1.80338381593279e-11 1.03802146019893e-08 9.77487315449151e-07 7.41779531583715e-11 -2.41977491028191e-08 -4.40802978489460e-23 1.20546068733990e-27 -2.96673919198778e-25 -1.30135521517542e-22 -7.74402907349786e-28 4.45743623496885e-25 4.19749258196499e-23 3.18532428202960e-27 -1.03909146189444e-24
2912 3.36551670002117e-13 -2.06680313717681e-06 5.60749641976177e-11 -2.30773510105479e-08 -3.02610126933900e-06 -1.03616704057619e-11 1.89807494801095e-08 9.59298132162186e-07 6.64366346033796e-11 -4.20581004906574e-08 -4.43759765450016e-23 1.20397596231363e-27 -4.95489855199129e-25 -1.29945805224989e-22 -4.44947304968014e-28 8.15064849269032e-25 4.11938521349857e-23 2.85289922959528e-27 -1.80604455966729e-24
2920 3.37476262502123e-13 -2.07908256423723e-06 5.60694079666564e-11 -3.20424146112887e-08 -3.00608383731808e-06 -2.52480251957268e-12 1.21079222748615e-08 9.27001273080844e-07 5.85942104862290e-11 -4.41503368861502e-08 -4.46396260225051e-23 1.20385666542929e-27 -6.87977201920669e-25 -1.29086223508788e-22 -1.08419205848857e-28 5.19934255191709e-25 3.98069714637781e-23 2.51613253670743e-27 -1.89588865903305e-24
2928 3.38400855002129e-13 -2.09499986855511e-06 5.69584482490187e-11 -2.91102456534950e-08 -2.97424747865042e-06 5.88267151966989e-12 1.67615947340066e-08 8.79247610095306e-07 5.10757767293488e-11 -4.58718403875017e-08 -4.49813837401921e-23 1.22294509722428e-27 -6.25021103898305e-25 -1.27719117488769e-22 2.52611667442508e-28 7.19770665520786e-25 3.77563500083851e-23 2.19327852700605e-27 -1.96981287331740e-24
2936 3.39325447502134e-13 -2.10822462398586e-06 5.73323716807598e-11 -3.86937707187131e-08 -2.92536040144036e-06 1.35099035224773e-11 2.37133717659870e-08 8.17135777454501e-07 4.38224681582825e-11 -6.24071424847001e-08 -4.52653302013969e-23 1.23097354325192e-27 -8.30787330909877e-25 -1.25619825347583e-22 5.80137654191494e-28 1.01829149604229e-24 3.50891649447893e-23 1.88180943231234e-27 -2.67986615786205e-24
